,ApEn,peek,RMS,mean frequency
8722,0.0160675162258625,9,43.61181301407911,2.0
2627,0.0242912975149796,13,98.09577092534369,11.0
3071,0.0009735675292228,15,62.32731612974764,8.5
10655,0.0206708561839081,9,45.92245182948369,2.5
2701,0.0253654552840605,7,226.73153823340832,1.5
6904,0.0088412002661386,7,47.61900183684555,1.0
4429,0.0115862980426935,17,56.07635959536559,1.5
2759,0.0168113477831024,17,30.2897546751579,0.5
6043,0.0522213543529028,7,57.86871000511632,2.5
7237,0.010306911695098,13,43.997963598117245,1.0
10906,0.0034732932253045,9,48.80190045767941,8.5
1145,0.0310171432753056,13,368.1565039840818,9.0
9388,0.0082007554804732,17,55.02174641107823,0.5
1921,0.0664378734685575,13,473.635260882847,8.0
3941,0.0231247978928141,4,50.99277579808487,2.5
9324,0.0253068142749866,10,31.0615018074022,2.5
3766,0.0250819454670692,5,65.15150237499324,1.5
10487,0.005141358833534,9,49.2673073967413,5.5
7619,0.0237897919644902,14,90.5179594144858,5.0
11285,0.0193342579510562,13,91.59563180427874,11.5
2206,0.0342219491244013,13,215.90938786799256,7.0
9167,0.0163031865057252,19,29.734732164171245,7.0
3701,0.0286912969732098,21,39.27159661614549,1.5
11082,0.0319562573481748,13,51.06285858962217,11.5
3501,0.0083962958560883,8,44.86326883570791,1.5
1645,0.0125566680628752,13,118.05926783889628,4.0
4692,0.0121991414551994,15,52.43011531732026,12.5
2009,0.0401144386172478,12,627.1153643276341,5.5
10094,0.0227009158110664,13,56.71231024048042,1.0
4390,0.0179398094310059,13,42.777026818579856,3.5
8344,0.0178263852249473,13,34.4464598144715,1.5
1286,0.0170287593899693,13,243.60337136226687,4.5
7100,0.0356345811357039,5,40.79746444901632,1.5
1845,0.0228447511469251,15,567.304117660063,15.5
4111,0.0004776894947715,12,28.614720793566203,7.0
6658,0.033443832031343,7,90.14308558567456,2.5
5396,0.0010006198415992,11,57.83442996228544,0.5
8940,0.0107706447764055,13,54.45350385449269,0.5
9437,0.020722751393948,9,58.98859463383579,1.0
7327,0.0406306968576291,9,58.78677373036388,0.5
6223,0.0118552209914142,11,62.208868816069945,6.0
9951,0.0064650211276049,13,64.43097536074943,1.0
7763,0.0202621007506205,11,61.32888335518388,1.5
8572,0.012704388390647,13,48.98834961945034,1.0
486,0.0546769215037432,15,361.5249683415725,10.0
2841,0.0040008168213399,16,82.35859389451261,0.5
7488,0.0222727557646726,9,55.548024337617086,8.0
5025,0.0116599230422078,11,97.99283495809784,6.5
10753,0.0236966185416367,15,59.00484123410976,4.5
3953,0.0055629282276874,9,25.758512700901424,2.5
5206,0.0141630163049457,11,99.1801179712005,5.0
42,0.0671095161936463,11,174.4255471092896,2.0
5611,0.0276721468434799,9,60.249939218071,2.0
308,0.0451730689345155,11,203.7689767811516,8.5
1829,0.0450914266953121,17,293.4167990568195,6.5
10049,0.0294183790996274,15,74.11272360925113,5.0
10078,0.0066972586362785,12,25.441856967161417,4.5
4139,0.0398060068474941,7,74.06212091147708,1.5
9672,0.0041511245668059,13,47.56990641249728,10.0
620,0.0311025602060599,7,204.8404879126225,5.5
5404,0.0322320529664672,9,90.09742448282026,1.0
5916,0.0086801207519564,15,51.67433421347826,12.0
4818,0.0125847621485304,11,42.48583748402225,9.5
1603,0.0385794528066498,5,630.5086983936067,2.5
9348,0.0189627412907515,15,60.06158948321298,3.0
1103,0.0450334542379669,11,285.0358067555943,4.0
4612,0.0294216277201884,13,72.1813038466333,0.5
10916,0.0372478296301848,13,45.55578011144689,5.5
11187,0.0107819216056208,13,67.76570966388532,5.0
2363,0.0022633527006927,18,47.08849817265624,15.5
10188,0.009424272434956,9,86.65464691539196,1.5
1172,0.0305195771587305,13,135.0031177302028,0.5
9773,0.0124145348610031,14,72.27161630569431,6.5
7950,0.0263099603630991,19,51.33278374976366,2.0
9569,0.0409950911212573,7,78.86722426014498,1.5
7795,0.0157349349377948,17,63.17030784291581,0.5
5090,0.0174156734458268,16,43.53948795884892,2.5
6018,0.0223574192924935,9,30.1121114804741,1.5
2270,0.0414546080730069,14,263.9499603011312,10.0
10216,0.006017816231401,9,38.12974483793788,1.5
467,0.0417373187149121,11,258.8698035602308,5.5
3018,0.0178871244706471,14,46.4754061725796,6.5
7368,0.0314784624546549,15,77.75004396100043,5.5
5078,0.0062293920640303,17,23.30561853864321,6.5
2521,0.0112613696996719,17,31.148851930087247,1.5
10701,0.0079910285573543,13,43.54300361783165,10.0
3873,0.0143226878680104,12,45.39700632854274,5.5
10236,0.0003850311193382,14,27.000831873759,2.0
5126,0.0168931186947887,9,24.968681554975024,2.5
1899,0.0368387488163275,11,111.340969653751,3.0
3353,0.0280440001436552,15,58.70328927645367,6.5
1060,0.0124114234275354,9,150.16612220408604,4.0
10739,0.0392017574110381,11,76.60263297632955,2.5
8359,0.0052961151845556,13,35.72158644687061,5.0
5577,0.0063148066672451,13,41.07083486566228,4.5
5585,0.0165928708979894,15,92.89757517102504,7.0
3523,0.0240557009271382,17,97.26910008852374,5.5
6571,0.0119090188812851,17,75.87443368816666,0.5
5886,0.0261301101751989,17,83.44375561755655,6.0
9076,0.0371472526673404,15,62.07367488139598,5.0
3921,0.0272317391624143,14,48.86458888474352,11.5
10718,0.013259920676754,5,39.848964119613576,0.5
6459,0.0002806662622685,11,64.59221923077307,2.0
1915,0.0335719173681274,13,223.57439752903,10.5
2179,0.0296028466738538,7,370.1969393792732,3.0
9269,0.0209268005256211,9,26.586505696617035,4.0
10621,0.0242906360120209,9,37.14486789500671,0.5
812,0.0342554885216013,11,207.9127659902555,7.5
2062,0.0487660570765098,15,312.844884687284,2.5
10403,0.0047979235064019,13,56.36261729999992,1.0
7118,0.0491811720796779,11,22.00797751313714,1.0
4029,0.0178739418381166,17,22.85387942314171,8.0
4512,0.0042561194133208,17,65.7249239254029,6.5
9578,0.0029608210501059,13,83.00754448486144,6.5
6966,0.0349965368177107,11,108.48598069710437,5.5
6840,0.0126000319588888,9,54.341970931201054,1.5
9805,0.0071403644061427,15,54.74527751465189,1.5
6994,0.0432388666170533,19,83.01362663461494,11.0
7104,0.0015549611731611,17,57.25058422873298,3.0
8223,0.0022073267799722,15,69.02601553264175,1.5
4091,0.0372694138654088,13,84.23711244624455,5.5
5962,0.0324109661854832,17,43.36561610488487,11.5
6105,0.0067408710512104,17,91.03393726723569,7.5
8642,0.0088211348582891,13,97.47897659960454,2.5
9152,0.0048504300450478,9,60.76757558260408,1.5
9570,0.036480858597252,5,144.56737893031487,1.5
9494,0.0005763398648195,17,72.50892994573151,0.5
8991,0.0307588813559003,9,37.68893809445286,0.5
3782,0.001600704333212,20,62.55905413212583,8.0
8720,0.0291369276193145,9,66.60742688624332,0.5
6842,0.0492683377589382,12,58.45731615888639,2.5
2369,0.0151701641207062,9,62.23294900136302,0.5
10808,0.0221442952315698,11,29.351727815943818,0.5
2617,0.0413932278885096,7,178.98705053107193,2.0
2778,0.0194583069663827,7,50.12109846879605,1.0
2946,0.0291928368429372,9,45.67928063890127,2.5
1534,0.0402547727718745,11,115.63087189481988,5.5
6726,0.0139017855939114,17,38.790125394551126,0.5
1516,0.0700909244811365,9,459.1619095479148,10.0
11466,0.0117257143558955,13,70.27431254666423,4.0
10553,0.0028671867033378,11,63.181460672069385,0.5
865,0.0279740469123477,12,275.8143358340217,8.0
8921,0.0226533656082019,9,21.50338363636058,0.5
11211,0.0023069651156015,13,38.65097604483941,2.0
10314,0.0144008275140983,19,47.82124613632784,1.0
7867,0.0277410223144132,13,32.25257378295568,2.0
7328,0.0393374933729497,5,50.717541767802096,2.5
9068,0.0251618059908174,7,90.5893679950909,1.5
2740,0.0155335788022259,9,49.87811804946384,1.5
2585,0.0393227197385912,11,56.29356385974555,4.5
8278,0.0228339348449471,15,103.62259449484824,10.0
9045,0.0319924093716412,13,49.88533727459402,6.0
8119,0.0160176362017008,13,61.08923017168206,8.0
7821,0.0209780922217186,11,51.48149413411824,2.0
6529,0.0086676695305016,7,46.0127147848831,4.0
10027,0.0085094290013563,11,30.9223289822662,0.5
1217,0.0558556147840607,13,253.5685176911016,6.0
8713,0.0292287667883539,7,41.969529497601,4.5
5970,0.0394921576955078,11,38.81517955726213,1.0
8101,0.023388399647239,11,16.067332687397123,2.5
10425,0.0350175500752691,11,90.36394782437436,10.5
8672,0.0178868720356595,11,69.25626099855522,6.0
10173,0.0073056492701804,11,40.18784627572433,7.5
4915,0.0134156858277401,9,98.44163185772828,3.0
1328,0.0567697104451063,8,454.20951680502026,1.5
554,0.0167296983368165,13,83.82278786597949,10.0
8967,0.0201787872148533,9,38.7126205802126,1.5
3008,0.0031125739343256,13,67.6055164862676,5.5
4911,0.0084918130570237,11,49.57084379640416,2.5
3759,0.0374890848953102,7,41.61119093390022,6.5
3448,0.0319230465633459,6,41.97970817475391,3.5
11367,0.0042657749349004,7,42.78192909431797,1.0
6755,0.009297753143743,13,37.96006845192722,0.5
3344,0.0201421729805253,5,73.39609870209384,2.5
10542,0.0276246623772622,6,84.94867763556564,0.5
11242,0.0127719300691158,11,54.77700710893669,0.5
7218,0.0068903285546513,23,41.03998383817299,13.0
8245,0.0291908889147722,15,76.03134633162824,5.0
3125,0.027109006805547,6,55.15882607298673,2.5
10614,0.0224728314971827,6,65.68528109358861,2.0
9643,0.0144293359130447,11,39.78738660445669,7.5
1136,0.0501618831638555,7,209.1629674982076,9.5
8024,0.0275717551005856,7,29.283884620000467,1.5
6230,0.012779085307109,13,130.9287194997482,10.5
6783,0.0188431906975261,6,72.74193200537775,0.5
1468,0.0029105704024745,15,439.5274123321619,10.5
7027,0.0016301550279718,11,46.39143281967588,0.5
5976,0.0326465374300233,6,50.448699577516365,0.5
7023,0.0291795345820591,8,61.47306717808418,1.0
7586,0.051963199630916,17,65.53047880447502,5.0
2869,0.0299785428916274,9,26.384569502125668,2.0
5189,0.0069394848834152,17,40.04985906264216,4.5
9532,0.0022805934053931,16,41.87004984734016,0.5
6881,0.0044990084994829,19,42.83977803433685,5.5
5609,0.0207623407278205,15,74.46275350909507,0.5
3931,0.0140014239295469,17,35.16538075872704,2.5
3964,0.0215609096929134,8,45.18474987309048,0.5
4017,0.0147324690102035,13,42.96990907527616,5.5
4128,0.0400760372508433,13,87.40995645966912,5.0
3019,0.0060554166464985,9,22.796205653298973,3.5
8212,0.0338038611734625,7,75.30812681805165,1.0
3630,0.0065914135477527,23,60.616506331557495,11.0
7344,0.0405781886109588,5,43.15994960608735,7.0
10578,0.0168779479028491,10,52.51405596808106,3.0
1550,0.0224263543549936,13,186.94538024597583,8.5
7890,0.0060427398627229,9,45.466527007514,0.5
1297,0.022322501656752,11,473.5871184788101,4.5
11064,0.0022402876173766,13,69.62568025924415,2.0
3234,0.0379068079638331,7,79.61740789943491,2.5
5056,0.0152841229898688,13,62.209916656982834,0.5
2975,0.004299731828234,19,60.58165331806322,8.5
1238,0.0511046948943398,6,115.50620586682778,1.0
2892,0.0011991175367072,15,47.79902281460626,6.0
7010,0.0094775104387467,9,55.53887732508869,7.5
10684,0.0150893606996191,11,50.70629082951641,6.0
2359,0.0137434081062424,11,73.12000183239023,5.5
10872,0.0144306208683131,17,64.2434069148831,5.5
7535,0.0083340283502684,11,34.92504529793054,2.5
3998,0.0366574803826575,5,57.00478409884779,0.5
5229,0.0349735933018879,15,54.670403577655705,1.5
6575,0.0112216673293232,11,26.666771443479053,2.0
9780,0.0272783378564076,11,76.06982105790213,2.5
4624,0.0063600480637759,10,70.89750386781964,1.0
3635,0.0056448493592551,14,40.69546772983448,0.5
9618,0.0187663356972898,15,103.3191661680264,11.5
5094,0.02748049360958,11,38.14117228714267,1.0
2021,0.0148930222257805,14,222.9840897841705,9.0
634,0.0255921923979713,13,621.138382437214,8.0
125,0.0477725575684426,9,366.3163535776658,4.5
7832,0.0353539157729123,8,85.49615648342035,0.5
10262,0.0187382362614569,9,42.82924512854797,5.0
8103,0.0187606679806702,12,46.13972283659168,0.5
5433,0.0075543715657095,14,81.58616155827225,1.5
378,0.0220825285534727,7,216.241698494922,1.5
11073,0.0305451425793186,4,71.72799504682604,0.5
9457,0.0053131951858502,15,53.0921727620348,6.0
256,0.0425296832470767,11,513.0539903096518,5.0
5897,0.0053957535201849,19,58.42471451042786,12.5
2224,0.0388228782318016,11,472.5229114608823,7.5
3263,0.036530303540204,7,153.28275356041362,0.5
5325,0.0026105949792656,12,62.17029048935874,0.5
7868,0.0023637775818601,17,78.86972855304657,6.0
8817,0.0047044919236487,15,86.020034230768,5.5
2846,0.0018441368649386,13,43.26432430782318,1.5
8469,0.0059428300503587,7,64.60768022263298,0.5
6649,0.0033033484719124,15,74.22722977873417,5.0
5818,0.0160177939352657,10,86.00000851653301,0.5
4188,0.0222337794903366,12,24.48732133676528,1.5
1854,0.0424729147363258,7,152.0822418981955,3.0
9548,0.0293569934703243,9,59.01176309511308,0.5
7145,0.0308787217177828,7,95.3920364862812,1.5
4145,0.017224686012728,13,29.597627121950165,4.5
5972,0.0139103465615786,14,91.00677934483096,14.5
5083,0.0167011148460591,15,41.90341852850433,2.5
10598,0.019146388665018,7,35.95506364286538,2.0
3079,0.0043557457546752,9,49.14462175717959,1.0
2818,0.0204324945053064,24,40.50043402545212,4.5
11040,0.0121389250494305,13,22.13031804024741,2.5
7236,0.0145904251507187,9,35.79383648714887,1.5
8492,0.0169984853581439,9,25.595304821514627,2.0
4581,0.0151267354514974,9,63.03669566213001,2.0
2958,0.0289303766623501,11,52.45019028504568,5.0
5578,0.0123075722238086,11,48.68141208728954,1.5
9878,0.0357094664986288,7,68.54094279949577,0.5
11043,0.029003752830027,9,47.37551533360877,4.5
1418,0.0594664165918104,17,510.5183587579454,10.0
3420,0.0259086810302817,11,44.84170291494849,0.5
8453,0.039243231277326,3,76.5946520499718,1.5
4861,0.0276705514099269,5,80.90631035146455,1.0
2724,0.0065914135477544,23,56.439766704204224,9.0
828,0.0179822276691092,11,292.44991474903657,4.5
16,0.0537968112465976,13,183.9970503860897,2.5
9419,0.0066972586362785,13,51.98688048140127,1.0
9840,0.0222933776209641,13,80.16603558689147,5.5
8894,0.0010654747208262,13,58.071093954953184,4.5
2227,0.063830037473183,11,580.7777466601359,9.0
10282,0.0028357543080663,15,57.649394070699046,0.5
8936,0.0370350334493068,14,107.21772533028296,10.5
10415,0.0372739417820149,13,226.93830254953107,2.5
5687,0.0291215968066826,7,59.142104918735775,4.0
6792,0.0239757228340162,9,77.7167520852969,1.5
2860,0.0283532979098186,12,47.862642212180994,2.5
4678,0.0156119614322722,9,44.74585896517409,4.5
9158,0.0131946296940328,6,41.69880141038229,1.5
2503,0.0374252398655476,7,46.91687712726626,1.5
5934,0.0237690723103574,13,85.74500885164541,11.5
2894,8.923254898762778e-05,15,93.47751285820698,4.0
8023,0.0061186502760106,15,62.752178747036346,5.0
4668,0.0153005793645388,13,60.850350341791376,3.5
9142,0.0226012352345734,6,77.87204674376102,1.5
7052,0.0178193165712641,7,38.091160699531066,3.0
4778,0.0171516945187018,11,38.248742575328535,1.0
90,0.0023116172860992,10,87.48329081530369,1.5
8339,0.0278112719600249,7,53.11003465683298,3.0
9692,0.0350432849490438,7,35.37710489541576,1.5
5807,0.0354287554556429,9,63.892827899782695,2.5
974,0.0518492499073377,9,420.5346944060843,5.5
2606,0.0276666448806111,7,90.06445988065298,2.5
9699,0.0201291716048053,10,68.62051727162219,0.5
7685,0.0174361842714674,15,51.7747289572215,0.5
2397,0.0211574877910338,11,43.070765262675565,1.0
1043,0.0273197388064323,11,214.56626512316947,3.5
3200,0.0206924992980348,6,33.84771733440824,2.5
6153,0.0293351961832248,13,33.97781186625693,11.5
2457,0.0326587571750658,9,31.46219364421766,1.5
3472,0.0116599230421892,16,58.9804944915584,3.0
8895,0.0417217022214639,12,40.83301910487088,1.0
11189,0.0269854862001519,9,45.8369435131205,3.5
2520,0.0147525869478419,13,35.514851646881475,5.0
2754,0.0039121937007653,15,41.14618209240378,2.0
8536,0.0276470048467327,8,188.601405706254,2.0
1785,0.0065129718710736,15,295.56047624333587,6.5
5905,0.0210810577069713,19,47.301667559466125,8.5
8664,0.0078878523860481,11,52.522065675413984,6.0
11300,0.008151806654133,6,50.05259928627584,1.0
2424,0.005047019345481,17,69.5921222306268,6.5
10677,0.0268517019419323,7,194.1144857906025,2.0
1495,0.0431227141484091,13,252.0873649169693,11.5
8074,0.0165046325290894,7,60.45865952631393,1.0
4579,0.0042145190727294,15,75.66753065425421,2.0
2456,0.0279823813579309,4,247.91205538866248,1.5
8383,0.0010257500201453,15,44.36908521320053,10.5
1533,0.0283180445126016,11,341.25280876820267,8.0
4256,0.0086585775925716,21,55.42362160695789,18.0
4892,0.0199111745949029,15,33.51222666337616,4.0
11277,0.0154991937264696,16,52.94875175582518,2.5
5004,0.0077658033207068,11,32.37999931236488,4.0
9403,0.0262715749925632,10,50.27817637435998,1.0
982,0.032755273489224,17,348.7835851324034,7.5
3645,0.0022002872595248,14,59.47157852574413,6.5
3367,0.0193841201998248,10,71.69836992568241,1.5
10411,0.0009680543374654,23,27.25686195139676,13.0
8640,0.0198809142058262,11,59.32525876997925,8.5
11491,0.0071777175501939,13,65.75916716630655,10.5
10390,0.0170179717137184,11,99.5782267475551,5.5
9456,0.0094189172628453,15,101.22602677223752,2.5
7969,0.0159649898990075,9,28.654205216032427,2.0
2509,0.00791969683935,7,129.70511175595587,0.5
10077,0.0151630147881869,11,55.90881771632718,5.5
7727,0.0190373167774571,9,63.601020776006415,3.5
1399,0.0412306701950537,11,493.9577030499107,7.5
7240,0.0389288819019082,10,72.84661218100675,1.5
4474,0.0027200925229977,15,40.2881285341135,1.5
841,0.0612203141793794,9,540.251467779126,5.5
1201,0.0370343048796883,11,179.76277091932508,3.0
1156,0.0544999343645686,11,182.23414925927028,4.5
144,0.0135866034716842,12,98.26104720812566,6.0
8432,0.0269045085387826,12,73.45695221097183,8.0
3595,0.0234723949546236,13,110.488704880861,5.5
9432,0.0024066034512344,16,58.56775673445458,1.5
9275,0.0245755883816816,7,80.20097132068445,1.5
5482,0.0218130633861841,5,50.77764891077816,0.5
8289,0.036213076628409,7,64.45240340505154,2.0
6155,0.0182116624324715,17,80.5159812843854,7.0
1242,0.0311398542350542,8,402.4709938354642,4.5
2524,0.0066970527556224,10,50.140130782076646,0.5
6751,0.015916158630032,12,84.66551548132658,5.5
7919,0.0022073267799695,12,50.953898817337816,9.0
10736,0.0376411036929318,9,43.7523604273958,8.5
3192,0.0164164331046325,17,68.74830253586266,7.5
7700,0.037873986144242,9,31.248414022254792,0.5
2648,0.0062965712603064,13,39.866537601257775,3.0
9539,0.0205858846473478,13,65.16279568439532,9.5
8003,0.018998456132083,17,97.7867503047128,5.5
624,0.0225697993926741,13,99.64853274446644,3.0
6466,0.0097228469205705,13,51.21182839137361,3.0
9113,0.0077154099860852,13,37.6858804585683,9.5
6106,0.0031997098985927,15,71.32642899133708,5.5
579,0.0407864352839362,10,253.20466435431487,6.5
1615,0.044781138267913,17,647.3036102689274,9.0
7630,0.0189010349956779,10,37.65436328260976,2.0
9721,0.0066972586362785,11,43.47538253677304,1.0
4115,0.0224586744804744,17,81.15667416619998,6.5
7177,0.0293660755820512,3,46.53586696369264,2.5
8683,0.015775734384154,11,43.545532249660816,1.5
9811,0.0148331565622084,17,42.69850242543642,5.5
6059,0.0363270133869813,11,36.4398450145922,1.0
7475,0.0152102983854565,16,62.576035779731605,12.5
449,0.0244998418351514,15,268.1335662967246,10.5
10516,0.0053817100589648,9,53.2712967242914,3.5
6303,0.0150565675077638,9,46.921045093393325,4.0
10810,0.0263482296535579,11,74.66659291581644,5.0
6745,0.017823066599238,13,70.9050586612126,4.5
3378,0.0416274914655097,12,24.362867573548275,0.5
11448,0.0355464711266582,10,64.58217194856294,5.0
221,0.0227595734923866,13,176.69744013868026,9.0
6748,0.0117537661824043,13,43.01517946100539,0.5
11325,0.0273495269642363,7,55.45040189495925,0.5
4697,0.012275752618986,12,42.210138601777295,0.5
8290,0.0160894750050655,11,35.37305372296121,0.5
159,0.0352011540096643,7,208.6884300574513,7.5
6999,0.0101804567444809,16,58.73267696734076,0.5
8436,0.0437961350828692,21,24.76543276739274,1.0
2707,0.0158014481586814,16,55.892811234149335,0.5
4853,0.0259655000452445,12,49.007019785753656,4.0
3771,0.006840509386838,17,77.12409149079974,6.0
10785,0.008214602169037,12,27.958203318748865,2.5
3664,0.0278952984542248,7,34.07064122892318,0.5
8186,0.0403386234094504,12,53.84222193856091,0.5
7041,0.0358339006068257,5,44.34256076629427,0.5
5579,0.0449423584362129,7,60.41612697316421,2.5
6542,0.0293142575343101,7,26.40333748730925,1.0
5107,0.0035203878983818,13,50.378290641592336,4.0
663,0.0912711997626889,13,414.5043473884276,10.0
6042,0.0376793222689988,13,107.34193047948456,10.5
4269,0.0022073267799793,15,42.40756837486382,0.5
487,0.0410389862478148,9,138.01942727271222,1.5
8083,0.0052059355430742,15,70.70812309681965,5.0
4089,0.0022112154169349,11,41.00546600378418,1.5
11343,0.0195181076405672,5,110.7140796009026,1.5
7497,0.0481219583578624,12,63.92371781442902,1.0
9554,0.0177134707543027,14,58.4765118779006,10.0
11452,0.0206913159937376,11,52.85928493563122,1.5
5992,0.0030799003710704,4,163.68644848602693,2.0
11195,0.0246114122668164,11,36.57213414737716,3.5
11258,0.0035858109360629,11,31.983172760746392,0.5
1651,0.0721132766690071,9,288.1648104953353,1.5
2954,0.0403972071956202,7,75.12955607024774,0.5
10936,0.0391209364024165,7,69.59842611703766,0.5
654,0.0328422681138667,10,226.6407515726982,5.0
4141,0.0146819896628844,16,40.468556949346485,8.5
7487,0.0003309592225231,11,34.374282662969854,2.5
4672,0.0038307023010419,14,54.96604953571341,5.5
6717,0.0233825148537243,7,28.39630429573979,1.5
6060,3.4258264451914044e-06,9,40.83443012451318,4.0
5792,0.0080240569355503,7,57.60565615539632,0.5
2090,0.0372367043240453,13,184.7918315188573,6.0
1292,0.0627684122193596,19,468.1672189740275,9.5
5143,0.0096600785531122,13,21.87068037707675,6.5
4287,0.0201931770738923,13,76.1488410686187,6.5
640,0.035942701766118,13,343.9604966303362,6.5
2838,0.0103513478685703,15,41.525700344033936,2.5
5358,0.0127628026093979,11,15.940762533713686,3.0
4484,0.0171493870063192,11,113.53036187032194,1.0
6352,0.007205314015803,7,58.8331110934778,2.0
6863,0.0224775556000915,9,15.672521484671826,2.0
10600,0.0069974914753534,13,64.82182611300765,1.0
9810,0.0260607475035987,7,69.3696190199193,2.5
4874,0.0107725346430465,19,39.85335055903393,0.5
1180,0.0469843031129522,13,233.69771097977724,5.5
1343,0.039136439665802,8,128.6622045925881,2.0
7262,0.0312009185758324,11,61.44056770062432,5.0
8012,0.0180609365073203,14,38.45870857978724,1.5
2119,0.0369555361931395,17,188.5901628179973,11.0
6901,0.0297705816787354,5,67.5275262161661,0.5
11225,0.0194596943335447,15,70.17187326040968,7.0
2529,0.0140088906844102,15,30.90352458913465,2.5
3374,0.0055514177765072,10,39.51803756474693,1.0
2528,0.0346450354127414,9,67.57344456335085,3.5
3636,0.037407380221643,6,65.00713978215201,1.5
3245,0.0173608723924596,7,91.41726162304496,4.5
6837,0.0162317479917435,17,78.5769862837555,7.5
2247,0.0400922610056264,7,158.88782003498176,2.5
3253,0.0133694542956313,10,30.78833198987484,4.0
5151,0.0203982981763539,9,43.20115558350263,3.0
8659,0.0110933136468358,14,66.54361160993405,5.5
2400,0.0380755661478846,10,55.82162841783416,1.5
1139,0.0577692712178263,11,441.289757305043,9.0
6777,0.0093508302438998,13,54.32898555904573,0.5
134,0.0324646694442987,10,108.93688369375292,1.0
1106,0.0190602688785421,13,117.36222391196624,1.0
6563,0.0059090737609519,11,60.43989540883778,4.0
5771,0.0139244646554841,13,66.8335955353855,6.5
521,0.0240801980805906,11,561.9570196149624,16.0
238,0.0171083131388893,14,140.82467941391258,9.5
7923,0.0212978766579139,13,77.35835089455436,5.5
382,0.0422473357179469,13,482.628360921346,7.0
2995,0.0182782216259225,15,19.952800751085046,4.5
3373,0.0232317216848407,18,65.2314164748283,7.0
10037,0.0050799036289719,13,33.68649986919834,0.5
2412,0.0626744186934349,7,61.53556279324379,2.0
1842,0.0399205092672185,13,114.8174629779264,4.5
9674,0.0178874937765605,9,74.1522366433997,1.0
5306,0.0240840406918136,13,77.10445937979203,0.5
7835,0.0043626096794247,12,49.62616103805532,7.0
8974,0.0132991385120662,13,47.25492905837972,3.5
3709,0.0016046388451842,15,52.49335895496687,5.0
406,0.0264446267633484,13,421.3613794706095,8.5
4309,0.005252502769629,12,48.31352582190364,0.5
7654,0.0043468117722689,15,56.49737272652597,6.5
5548,0.0137800723435663,11,58.46853704530968,0.5
1143,0.032448768633797,11,166.25831452422912,9.0
5796,0.0298256032102721,13,52.26397372204634,6.0
1235,0.0606054930183908,13,244.0961344461696,6.5
3023,0.0292568688930852,5,50.80151999294657,3.5
2157,0.0398254285487809,13,201.23472743873944,8.0
3485,0.0066972586362785,14,40.71353333812972,7.0
2921,0.0290734232789557,9,18.74989583304398,2.0
10355,0.0266365259116723,6,31.309724178360305,0.5
5490,0.0201804254709667,13,50.79428678810738,6.0
8162,0.0094555063337908,16,76.09497560614629,4.5
7667,0.0155509597053544,11,90.19644359674056,3.5
11080,7.81481866640732e-05,19,74.54607753451049,13.5
9638,0.0283763305325623,7,63.24071618501604,3.0
7254,0.038508322706785,11,40.3684144687248,1.5
1892,0.0337322790704615,9,314.25465980783406,6.0
5275,0.0162943365520384,11,91.62795761768076,0.5
3850,0.0127794384421271,5,48.148888145911535,2.5
8908,0.0091339424879155,13,46.17009038429262,4.0
10315,0.0227268095878638,15,69.87879783395498,6.0
