,ApEn,peek,RMS,mean frequency
6610,0.0116823857761994,15,46.50070878996093,2.5
4821,0.0128924148222053,9,50.758422753950406,0.5
10965,0.0138557965956933,15,39.2827913380974,6.0
10668,0.0127238557979407,15,43.94976713533304,5.5
5564,0.0058925494380472,13,96.39723418134204,11.5
8357,0.0182533698063029,11,76.51431838531106,9.5
2530,0.0144792230115173,13,79.56075091361004,2.0
9173,0.0267345681976571,15,69.18664252517425,12.5
633,0.0233139460893507,13,248.96374983211663,8.0
6988,0.0201783642431552,15,40.23833414986572,11.5
9203,0.0085949321421243,13,25.90528873367367,2.0
1755,0.0445689367154176,10,105.0496650585153,7.0
756,0.0253140020058513,17,220.97633697730228,9.0
2218,0.0046218931845084,3,203.79325532992684,0.5
5053,0.0118739458202776,15,44.39969603288405,4.0
2952,0.0013757125417899,15,27.787629329433628,0.5
1661,0.0176007862370428,13,212.2169576385804,9.0
8943,0.0301627241875888,9,50.83360282117774,3.5
7015,0.0315288774567394,9,27.37160188669545,2.0
743,0.0214235021968658,8,118.93130074490485,3.0
7079,0.051696330783733,15,80.30513098488788,10.5
1815,0.0421759879145584,13,229.2035484052603,9.0
7057,0.0281494478521815,10,70.60655870960218,1.5
10209,0.0229661792549089,14,36.52961261300549,1.5
3050,0.0409720691024952,9,39.72096276291022,1.0
3671,0.0158184041752322,21,50.090245705563774,7.0
1044,0.0255205798335209,13,162.64363994107254,3.0
9854,0.0364978120094314,6,62.22510640559403,2.0
6543,0.0037612085194633,12,41.6771386580071,0.5
10980,0.0135426350536644,8,58.34163259414326,1.5
8297,0.0260774026240828,10,47.43040234286707,0.5
6479,0.0011522024461108,15,83.99717199015542,1.5
1888,0.055018669928236,14,408.3511720168072,8.5
8180,0.0134966382479815,9,44.39425748513258,2.0
1063,0.003359374392641,15,163.94741946019232,8.5
9787,0.021679858996539,11,61.64040518021641,1.5
8353,0.0086215559556457,14,48.77001792533503,7.0
3000,0.028522700189498,13,53.95089636651091,1.5
5762,0.0088088853380581,13,39.42797156088872,6.0
6136,0.0015658843512786,19,46.57564306956749,6.0
1112,0.0560821751467521,7,213.76223352236184,1.5
2443,0.0331721298541181,12,45.798732796675175,0.5
2480,0.0391294249489813,10,62.16743159228351,1.0
6289,0.0029546142972032,19,55.44594161348736,2.0
2515,0.0283163348790203,11,58.65231240113215,1.0
4194,0.0166634286581235,10,138.61448900638058,2.5
6897,0.0092448271239886,9,51.89432057376317,1.0
10169,0.02364196276879,8,63.85639864913696,2.0
9400,0.0079576335524205,17,55.44622341878886,1.5
11440,0.0299698521402946,15,57.47890237948181,0.5
6890,0.0110103514960409,11,42.76506267898482,4.0
11249,0.0166909961525227,17,68.20298002561911,1.0
8880,0.0051786232477955,15,40.0136878435836,0.5
2991,0.0428542228950044,9,51.17803636571063,2.5
2501,0.019596048872136,7,82.72969326933045,0.5
979,0.0208118350620694,11,421.6630202385772,4.5
420,0.0456139348739759,9,272.1565397503912,2.0
156,0.0358359383756665,13,131.08707149257702,4.0
3743,0.0282569759578086,11,67.11010440523282,0.5
4209,0.02150534575805,13,55.39492887017051,10.5
10687,0.0441466297649708,7,49.88181833876197,4.0
1127,0.0431363435054539,10,169.86760412064302,5.5
10508,0.0173015919882995,15,42.22422013045357,5.0
10887,0.0186412230492214,13,42.82891450841067,11.5
9135,0.0182336670505849,7,81.66899178237723,0.5
9283,0.0131243410444499,15,46.46945401282438,10.5
6434,0.0148541354517646,7,46.17354322282405,3.0
4001,0.0307345158505767,6,53.236537324003336,3.0
2237,0.0229606703966656,7,158.24002116049846,2.0
8422,0.0118876109227996,15,68.18912549620724,4.5
6556,0.019924022830962,8,64.41226166751949,2.0
407,0.0403821738599479,13,274.9149966282192,6.5
4749,0.0159621212368303,14,57.75511087368156,1.0
8270,0.0206219533754574,9,53.2862488490816,0.5
3315,0.0170429626232762,17,54.199185951566655,11.0
321,0.0349762734409471,9,344.7679678568707,5.5
6083,0.0013411792736022,15,40.54384321516955,1.5
1910,0.0449053465162818,10,225.02302833543504,1.0
1314,0.0444840363907772,11,509.2328415509574,6.0
10452,0.0293003589668723,14,13.602421802982365,2.0
7642,0.0315367203013012,5,60.07166130703811,4.0
1538,0.0542703317024382,9,300.9548890030593,1.5
6691,0.009557360630791,15,52.83362650664584,0.5
4676,0.0247780731142208,9,67.29541116065234,0.5
6476,0.0142671771325062,11,42.0066552111835,5.5
7067,0.0459178373506459,10,68.6758122449236,4.0
6147,0.0023069651156024,9,40.77626286556003,0.5
6196,0.0382887803596276,16,111.49896650305776,6.5
9465,0.0117647566606362,6,51.67496730617011,0.5
5840,0.011615338204999,9,51.963502253083846,6.5
5963,0.0403117216974959,7,75.9085818137103,1.5
2551,0.007487495729384,12,45.789387075500365,2.5
1914,0.0283546979916247,13,490.8198329310232,4.5
10855,0.0130961655196428,8,49.38544687740762,2.0
9044,0.0140512430973629,15,29.43830446087631,4.5
2278,0.0420943072245072,9,235.4008777430269,1.5
5168,0.0146919897126087,15,45.79285795671362,6.0
2137,0.025627669429614,11,206.702618890642,6.0
11407,0.0145099897813429,10,60.20691859641216,2.0
1547,0.0452786120684796,9,234.49978969540143,1.0
2770,0.0088657662371685,10,36.885770408027945,3.0
10913,0.0137366650472339,13,66.40162483892996,2.0
10874,0.0042997318282402,15,71.10582658417488,6.5
10774,0.0022073267799695,17,73.67688377724048,6.0
10296,0.0355684274937733,12,31.65218538811736,1.0
5313,0.0261776772873796,7,55.10292659679021,0.5
8166,0.0074139486392024,15,39.02927336868444,0.5
4583,0.0282294878520623,15,33.130851487888144,0.5
3160,0.0213594994724304,11,50.96465917059585,0.5
9104,0.0269132081203298,5,65.81893590919523,0.5
1159,0.0245363445869077,13,120.25592419788516,9.0
11295,0.0046982851707531,15,43.60647215795495,2.5
8584,0.0333132954221868,15,64.60758953095217,15.0
10339,0.0188272163797247,13,71.68638294683308,1.0
4871,0.0208174791731008,9,59.36818628666998,8.5
3474,0.0255889338361652,11,70.29484500569725,5.5
4615,0.0043059385811154,16,25.096581020255528,5.0
7044,0.0231667825890982,16,38.92829445756647,9.0
3066,0.0046774031715388,15,91.39140103748136,9.5
10082,0.0109437321195491,10,40.33792197447397,1.5
9217,0.0131046789088555,15,39.8392093000884,1.5
1675,0.0409414365913001,11,207.56716486402053,6.5
7613,0.0323686797245463,9,32.57223792731703,0.5
1833,0.0166688913337691,9,95.71867858306184,9.0
6693,0.024671473630212,9,61.64147852704379,2.0
3152,0.0264037868339848,11,51.17277909506674,3.5
11203,0.0157745968885287,9,64.98787822668355,2.5
4563,0.0136995266904853,11,31.528013337348103,1.5
283,0.0138812301699653,12,163.59320827274203,7.5
1013,0.0412342775748197,7,145.27471955101134,1.0
5755,0.0119322753540722,13,45.24592631006962,0.5
1388,0.0468130095074976,13,208.28819615199032,4.5
274,0.0263619317037733,11,101.2814886413418,6.0
5030,0.0198524267210968,10,43.95243900548922,0.5
9078,0.0327506595252722,19,40.17859908233175,1.5
4900,0.0112325643215251,17,44.678233304932725,0.5
484,0.0351897701906569,11,175.73525509359953,7.5
3524,0.013562696677682,15,27.742802416798128,3.5
8810,0.0126422904462439,12,25.43733683915732,3.0
3247,0.0154679670100796,12,64.43107009020376,5.5
7042,0.0297471208215349,7,82.20842176672048,2.0
162,0.0330304767494578,18,511.6735371247472,17.5
8437,0.0041776430603128,14,34.49563349858573,1.5
4447,0.0196313082394263,13,92.48639838764808,6.0
8079,0.00012796735448,19,46.783661010015024,2.0
767,0.0083831917374368,12,97.7661556542255,10.5
1796,0.0464158713792199,15,266.96484143515977,16.5
5844,0.0011450524709797,15,59.98149535612004,1.5
7178,0.0073885202328165,15,92.51347294195182,7.0
7808,0.0045398517346799,11,57.52672612577566,3.0
8269,0.0114662684864299,17,47.67658889755275,9.5
5879,0.0172481441488772,13,74.70112977099141,0.5
1034,0.0340796651502079,7,198.2867266777141,1.0
6611,0.021626540596503,15,78.5449898445948,3.0
473,0.0540156315067585,7,193.24435278375532,1.5
6207,0.0242446454792899,12,47.42626884504515,1.0
2664,0.0256749735574031,13,40.85869681559545,0.5
10017,0.0004477647166249,11,41.077717880257175,8.0
8597,0.0443209096225536,7,90.2597921453678,2.5
11396,0.0097454054256425,10,31.51129819703561,1.5
1457,0.0555336639734744,7,152.83181274944445,3.0
2265,0.0297770851199201,15,575.6082033040682,11.5
1525,0.0428571830718667,10,254.5812124843465,8.0
1837,0.0386733651092785,11,260.28896764881813,7.5
8774,0.0111473436560087,9,42.91695173347881,4.0
4437,0.0532646493852166,10,48.84678893297389,2.5
9685,0.0139835710412006,12,60.10996596083299,1.5
3086,0.0250073450962067,10,32.47878664653669,1.0
2126,0.0098933179611306,14,462.6954295720621,6.5
4965,0.0136104008008111,15,61.32821456999829,4.0
11337,0.0142891188606553,15,32.30800409970028,1.5
6258,0.0271083595929328,17,103.19430672961688,11.5
3232,0.0178990830857417,15,90.5725791277015,10.0
1364,0.0303904807376431,11,131.52053220172508,0.5
8000,0.0149734165244312,16,34.0186142175317,1.5
1691,0.0282002158794862,11,199.75025911278564,6.5
1336,0.0441492582124167,9,184.38611857365035,9.0
8234,0.0138080014775998,12,53.76574987271172,5.0
3650,0.00329585775013,17,51.5927562745004,1.0
9301,0.0332855835678671,7,39.01039650088487,3.0
5865,0.0051235475975719,15,29.632918575146288,0.5
4008,0.0057735761778952,17,28.74629731591532,0.5
5786,0.0243668614010998,7,52.304182806564334,4.0
10350,0.0117150203952745,15,45.49314208276342,8.5
2423,0.0242483310393697,5,72.4005143120976,2.5
9375,0.0080760263814787,11,45.12874378514208,1.5
8487,0.0293101371091264,7,46.37210444127482,3.5
8099,0.017055454785652,9,50.90198148156907,2.0
2161,0.0328779788129329,11,139.84317213567758,6.5
2909,0.0297044738355083,8,43.18104374679357,0.5
11333,0.0196927667231845,17,42.77735783974976,6.5
7066,0.0115104655387519,14,44.38303184354354,7.5
11216,0.0239782736119638,12,58.77437160712567,0.5
3716,0.0085198513066599,10,68.20223904063744,5.0
7029,0.0135482343046375,12,62.98345051727874,5.0
6621,0.0202074891352572,13,75.10063560816246,1.0
2178,0.0461018029674811,15,262.26780653322663,6.5
182,0.0468503296426585,11,307.3278600683946,3.5
5943,0.0128601077419716,7,138.1967874112175,1.0
4631,0.0245472760778722,5,94.05566576086072,1.0
3928,0.0038015401500652,16,57.92866707209825,8.5
3993,0.0007299391535937,10,62.24818803838792,0.5
20,0.0283931160939592,12,161.98753629234102,5.5
9739,0.0206329513460152,13,101.79989323038974,0.5
10299,0.010246552483212,14,67.63135728551697,0.5
7512,0.0190027063035342,9,33.594593012678395,2.5
4235,0.0302012625871159,7,55.943989672428174,1.0
11454,0.0287598776302187,9,45.37345038676252,4.5
6496,0.0028618455535274,12,59.07191145253597,3.0
2735,0.0193320242931571,13,45.51445297581308,6.5
5575,0.0244745446728398,9,78.71461258479901,0.5
11395,0.0245413015364346,15,37.91549763536673,0.5
8309,0.0284981753626492,11,57.30228831463671,3.5
9921,0.0254298449965055,12,23.78461704153548,2.0
10139,0.018662736620199,5,159.6776308716448,2.5
8375,0.0458315827660622,5,45.13288755511329,2.0
2104,0.0155676704057197,11,247.1735655048392,8.0
5283,0.0162082518844948,8,42.84470162145198,4.0
5296,0.0090374486764486,10,37.41544503736058,0.5
7536,0.0357063513824726,11,88.60026706629473,7.5
3705,0.0066972586362785,13,88.21404798397333,7.5
2856,0.012654965466857,9,74.4011803974322,2.0
621,0.0417976374113231,9,158.9619094999648,4.0
2915,0.016365654088029,9,63.18505419969781,1.0
10087,0.0067408710512113,15,45.50649206775336,13.5
6158,0.0323839699234977,5,30.10234009020312,0.5
9816,0.0470517592827919,9,22.20945216850249,1.5
5031,0.0314330372439131,17,102.91627076931276,11.5
8485,0.0005387834024923,13,33.54101238362894,1.5
8749,0.0216221462115351,9,57.52465079614782,4.5
4578,0.0107431075162205,15,40.398672433323846,3.5
4507,0.0231876715185226,10,65.04395298805647,1.5
6419,0.0144023987029475,16,35.233921144527045,1.0
4585,0.0279530283835991,11,64.01067263306565,10.0
9493,0.0248812109887111,7,48.77486845670371,3.5
6616,0.0053489565239532,5,190.4545728932165,1.5
10660,0.0120897283956735,12,26.90804654280946,5.5
11194,0.013053865343692,18,60.85191104743548,5.0
5939,0.0115012545150934,11,51.3178000460123,1.5
9602,0.0203409874745927,20,63.12471379885615,0.5
5560,0.0264661427564165,5,133.7780435699605,1.5
4411,0.0514231337702151,7,38.87525748507976,4.0
5344,0.006719870481767,15,53.1438799172233,1.5
11103,0.0154803016030751,7,70.71890880450574,1.0
6304,0.0116351071598002,16,52.3693127878818,8.5
9038,0.0095248110459555,13,52.07217797202264,5.0
10815,0.0068405093868353,17,40.26328754856898,2.0
11047,0.0064425914102341,7,71.85713093093128,1.5
7675,0.0386795663814547,9,61.58894974318648,1.5
8098,0.0147209301017321,13,67.37409771543327,0.5
8793,0.0042481407058119,12,90.32071221313248,0.5
7091,0.0214114343113278,18,44.27890673934091,1.0
8439,0.0312803049818652,16,93.8023265428089,5.5
8325,0.0163158696165472,13,32.29768005165,1.0
10519,0.0086121613724667,12,28.898039374454108,2.0
9005,0.0076324591040437,11,84.8701702648301,5.0
2034,0.0419860344999847,11,562.0671211968094,4.5
2577,0.0241581115843558,17,96.28152639119692,7.5
4837,0.0178675446172569,13,63.97023844140336,5.0
6316,0.0165755944920698,9,46.324807532991976,1.5
3747,0.0174602516438184,11,22.3441324267972,1.0
6590,0.0089614759131331,9,41.74167792244641,2.5
10723,0.0126064872307027,19,64.78902434657626,2.0
10031,0.0084465681232139,12,41.75598759459534,2.0
9206,0.0037371622784565,16,28.691635731298067,10.5
808,0.0134420910062402,9,303.2695845579783,8.5
8165,0.0409770566119682,11,23.58539794223854,0.5
844,0.0392804835908764,15,170.7756231918435,1.5
1303,0.0393338281398647,13,500.9616743036275,6.5
733,0.0427214074338957,14,436.47881266591855,9.5
8257,0.0005143318465967,15,62.53932747055048,1.5
9980,0.0096145769282345,15,36.9754920416044,6.5
5140,0.0226286895806819,11,76.35823516900453,11.5
11476,0.0145699520201088,9,39.36523316368455,0.5
1150,0.0555514533661871,9,114.28193789101144,2.0
5518,0.0271670759278723,13,62.78608741940765,11.0
8660,0.0136526897548341,18,77.87826976983855,5.0
7705,0.021199898282993,13,29.010411991322183,2.5
8320,0.0065415943799456,22,49.23830464720785,2.0
5911,0.0258732728925008,11,100.49303992923466,12.0
7944,0.0390931914830363,9,32.44596620007255,0.5
543,0.0190094859586182,13,313.8073357098468,7.5
9950,0.0088322200284016,15,47.82919949381078,2.5
1646,0.0291771132410678,15,198.6874913986315,12.0
4628,0.0190391372187139,11,38.63211023755045,2.0
8346,0.0125566680628894,15,38.04143634126149,3.5
464,0.0609158850419242,11,430.1080742864592,5.5
11184,0.0041880031445762,9,37.06121546045475,1.0
7411,0.0131132115251997,9,42.11263032407855,2.5
9256,0.0196475716685373,11,61.2912727652763,0.5
1066,0.0572715197679958,11,505.2185315766213,3.5
10117,0.0164283223161638,12,30.51243662938933,4.0
6984,0.0235831090871809,14,58.64798739753351,6.0
1502,0.052508719201803,9,355.574920957683,4.5
10530,0.0025062417868682,13,37.63177368428175,0.5
7746,0.0200663167803059,15,47.9674063329726,0.5
7999,0.0218870889598647,12,71.75823055471581,2.5
8312,0.0095007718599164,13,150.99530466623787,0.5
4975,0.0053233524978413,13,44.02236092849576,6.5
7457,0.0067810727110968,11,71.15383450006401,0.5
685,0.0330717699499909,9,171.30370679275302,1.0
11031,0.0196940830241665,7,37.88848254252208,3.5
6123,0.0362926426412451,14,76.54314168534304,5.0
3923,0.0034219757303102,16,51.28540602446032,2.0
5211,0.0112767055847506,11,60.75066309437494,7.0
971,0.0284751059094912,9,138.32260327988698,5.5
7245,0.0310956698419277,7,71.3052485905666,2.5
10144,0.0286669809336959,6,65.18330897960958,0.5
3735,0.0067340321813311,23,74.16636638223386,0.5
4025,0.0025366692046677,15,57.98217078470114,1.0
525,0.0450578577681219,6,497.9336996411081,1.0
9965,0.0176606090842006,14,51.272427447959295,2.5
5961,0.0036520826466404,17,39.38240877719074,2.5
7348,0.0477070015278426,7,36.7979332384986,1.0
9979,0.0393520299393759,7,58.35709291053445,2.5
4799,0.023876308784585,15,30.21562322241178,4.0
1259,0.0278503697114747,13,297.2926839688563,5.5
9202,0.01308580854666,13,70.47021547810996,0.5
4476,0.0109556323509094,15,25.84978579758931,7.0
7646,0.0057943068627013,15,71.79552331426208,0.5
7568,0.0406813822807179,7,45.43552265298596,3.0
6220,0.0191843178664292,13,43.60170738306873,2.5
4299,0.0235889609711703,12,126.14415813985404,3.5
4725,0.0185740825513711,13,50.63233453813136,1.0
10629,0.0091564418763985,11,43.197634709914965,1.0
7483,0.0054319908444291,5,162.16186424324232,1.5
311,0.0403260360851263,13,265.25508801670514,7.0
4548,0.0055452110236373,17,47.840218680912194,0.5
11423,0.0114108272031252,15,44.05056908507255,11.5
10685,0.0234320149078501,10,24.74942786586187,0.5
5439,0.0355136429231204,6,93.23645019267543,0.5
9177,0.0186561831113101,7,80.11034869946579,2.0
842,0.0312728588203641,11,276.9690285454991,9.0
10526,0.03169686098538,16,97.32365613235432,8.5
1939,0.0451772996676687,11,278.5976365054202,6.5
3803,0.002854975961573,15,63.21316167218461,1.0
8611,0.0207742236718373,15,37.71510571665881,0.5
2284,0.039709634219637,15,564.7074779428118,10.5
3826,0.0411764285031468,11,25.980188891610275,1.0
4827,0.0090104193498889,12,34.2456729132492,10.5
3954,0.0267623148066509,6,133.72890276074858,1.5
3277,0.027359848008845,13,44.88322522112242,8.0
9241,0.0123104062656373,7,69.45542916594066,2.0
1589,0.0433502290920162,13,369.7550630358224,5.0
6134,0.0313034785779988,8,34.940022549810266,1.5
3629,0.0083132881647438,5,141.1775740756123,1.5
326,0.0478866290056498,9,434.9524719231186,7.0
7829,0.0327314585460167,13,79.00408847707662,6.0
463,0.0271639197329203,13,380.47899883526753,9.0
1722,0.047914652752699,5,136.21302537294295,1.5
5722,0.0355264717917465,13,150.1451234821456,5.5
8305,0.0262857272751575,7,30.372821745456086,1.0
6981,0.0281145260078639,7,31.40986453080863,1.5
6104,0.0192742686046623,13,57.29155066276135,5.5
10746,0.0264638925185576,9,65.83150544667045,1.5
9628,0.0481833271391693,5,38.04546006095865,0.5
7249,0.0013843204762027,11,85.67146606459032,1.0
5967,0.0137785645937684,19,61.71524910956976,1.0
4064,0.0236148966406108,15,62.88438051296999,6.0
2436,0.0129845327463229,19,49.54503455664099,15.5
4463,0.0264986092557193,13,32.730776204323355,3.5
8110,0.0089882520594679,13,77.09364232866417,2.5
3444,0.0253612974172248,5,64.49323941071266,2.5
10907,0.0432513653654651,18,30.967638413451063,0.5
4171,0.0296439462965292,5,74.69035690142671,0.5
1141,0.0717708563823591,9,538.8246807831781,6.0
845,0.063053481982978,10,97.70509528438755,2.5
9732,0.0120801250115567,13,56.47837753429404,3.0
10754,0.0074106287556103,16,31.92464730374872,1.0
11372,0.0047574379833612,18,67.57147546764833,16.5
11415,0.0001777865222942,22,40.50981266156386,0.5
914,0.0681325368206571,14,449.3206987576148,10.0
151,0.0407366680635976,12,130.49086825988533,4.0
7215,0.0061874707199587,13,110.33635321073356,1.5
6208,0.0095240800029112,15,77.65229491940337,7.0
614,0.0190555621231549,14,613.9803952743524,9.5
2291,0.0624982363445338,12,339.6637245876887,7.0
2095,0.0432300451861271,11,389.6302728378774,2.0
7928,0.0132043172444991,15,52.48262361248721,1.0
10735,0.0101669496645131,11,58.21883806354048,1.5
475,0.0364964984813451,9,415.0045251071065,5.5
10497,0.0240944711059887,13,103.91840154509453,1.5
10416,0.0259632131501006,9,36.36132555468447,1.0
212,0.0282654088969529,11,474.3941772927011,11.0
7286,0.0146804015206867,9,54.97142368426526,1.0
8468,0.0353453995043429,7,72.24794209331328,2.5
6045,0.0247528053211461,15,40.30552265198902,1.5
9261,0.0065629094632533,15,41.00980613485938,2.5
4436,0.0205495766269305,7,46.338539617755,1.5
6028,0.006292498540863,17,41.09546693181317,12.0
3209,0.0026556992903161,15,27.618362112573767,3.0
8960,0.0119164268950782,12,68.7449003790463,1.0
1414,0.0326895178997741,12,482.3625092521508,1.5
6150,0.0159884178924882,11,38.1750439996472,2.5
10399,0.0180841405302172,10,87.09799112834779,2.0
9306,0.0172896764083301,15,35.55527716633637,1.5
796,0.063569844888403,13,638.6726989673584,17.0
725,0.0203365590144279,8,305.6494015054258,5.0
4297,0.0035727336099631,15,82.67620860168904,0.5
1019,0.0315149736576221,14,297.3048918710702,8.0
10292,0.0002537226784129,11,49.19437392407032,3.5
3151,0.0125068488950752,17,40.8453100792337,1.5
6574,0.0204976660542746,5,36.37752353789356,2.5
4622,0.0298867893494327,9,39.10144933175432,1.0
6121,0.0129596080817173,12,81.4793158184947,2.5
4060,0.046816691560775,9,151.01233102330997,2.0
172,0.0321894355059395,9,376.8123833761637,4.0
6796,0.0241608574976317,11,40.10360727423719,3.5
6877,0.0157520491269895,17,36.48990522862111,6.5
1812,0.0392196102459321,12,494.5705454372131,4.5
8458,0.0045550344201936,19,24.74855977501519,5.0
8853,0.0111119121962275,11,29.544267964044227,1.5
5923,0.0441142152466271,6,152.8009453709302,1.0
11278,0.0317058187059364,11,53.72801603475835,0.5
8666,0.0262589748025443,13,64.35473740574582,6.0
8376,0.0121298923243404,13,62.21523407946401,1.0
3100,0.010160338721123,17,70.99038846144067,5.5
10156,0.0236386750534731,11,46.90695785608463,3.5
1490,0.006379445683792,12,329.23947638838814,8.0
22,0.0302486289620969,13,396.8959289511153,5.5
9648,0.0183176461050238,10,49.62456214384919,2.5
1530,0.044701648202468,15,321.01149722035854,7.0
11339,0.0138736753667068,17,53.95980582369853,5.5
896,0.0178021948933722,11,135.268849411436,5.5
8580,0.0482417383307169,13,113.143757077556,10.0
8673,0.0385743027573006,6,54.36146562881192,0.5
9017,0.021145760083673,15,79.75828045276083,6.0
2949,0.0146151539154777,17,45.223722299184416,2.5
7995,0.0037517209822679,11,120.31445412374087,10.5
4197,0.0017674732520829,17,43.96438544435712,6.0
7884,0.0306734693307091,13,107.8098414527287,6.0
3763,0.0010463952457575,15,73.0923504836091,4.0
7948,0.0022073267799687,18,59.91162518269096,5.5
1168,0.03960609991621,5,320.6403474640629,3.5
8955,0.0108531160551961,10,25.526114462080788,1.5
4126,0.0233565141486402,13,64.48193863521979,5.5
3545,0.0004352754397216,12,51.22860643417406,0.5
8528,0.0268528221041837,9,22.71919059063835,1.5
6931,0.0176453897933912,8,99.85167466594514,0.5
11023,0.041662546390313,5,46.14872780613784,1.0
8480,0.0220878538806217,13,49.11496001092743,4.0
7839,0.0207159005981063,19,42.97683446673626,7.5
7968,0.0034762534329626,15,47.707881866495605,9.5
11335,0.000205055518283,15,60.94858873468688,2.5
6069,0.0259968877485716,12,60.244051184536055,12.5
7680,0.0217833132612206,13,98.56339667474178,5.0
10561,0.0388891440065211,6,63.994319663691634,3.0
2364,0.0238030344265802,17,79.47502617273082,6.5
