,label
7487,0
4672,0
6717,0
6060,0
5792,0
2090,1
1292,1
5143,0
4287,0
640,1
2838,0
5358,0
4484,0
6352,0
6863,0
10600,0
9810,0
4874,0
1180,1
1343,1
7262,0
8012,0
2119,1
6901,0
11225,0
2529,0
3374,0
2528,0
3636,0
3245,0
6837,0
2247,1
3253,0
5151,0
8659,0
2400,0
1139,1
6777,0
134,1
1106,1
6563,0
5771,0
521,1
238,1
7923,0
382,1
2995,0
3373,0
10037,0
2412,0
1842,1
9674,0
5306,0
7835,0
8974,0
3709,0
406,1
4309,0
7654,0
5548,0
1143,1
5796,0
1235,1
3023,0
2157,1
3485,0
2921,0
10355,0
5490,0
8162,0
7667,0
11080,0
9638,0
7254,0
1892,1
5275,0
3850,0
8908,0
10315,0
6591,0
10704,0
10165,0
1088,1
9900,0
11170,0
2043,1
5921,0
5164,0
9060,0
5406,0
3992,0
9589,0
597,1
8301,0
4475,0
6593,0
10994,0
6625,0
915,1
6939,0
3480,0
4558,0
11264,0
5279,0
3144,0
6867,0
3284,0
11445,0
8903,0
5529,0
9841,0
6982,0
11292,0
5255,0
10803,0
1985,1
7157,0
9307,0
10014,0
1094,1
10930,0
5775,0
1237,1
3170,0
8360,0
3613,0
3410,0
6829,0
7801,0
9683,0
9686,0
3683,0
4872,0
3960,0
7266,0
10752,0
3972,0
3237,0
3699,0
4345,0
7876,0
9978,0
651,1
10894,0
294,1
9132,0
4656,0
3038,0
9260,0
2940,0
3779,0
8827,0
2174,1
233,1
11436,0
10338,0
8348,0
226,1
5373,0
2587,0
3201,0
230,1
8929,0
8500,0
1351,1
8503,0
10015,0
8582,0
7223,0
11252,0
11100,0
1121,1
1035,1
1643,1
7244,0
8517,0
10000,0
1640,1
1678,1
5990,0
10539,0
8711,0
10857,0
6338,0
7823,0
9296,0
7423,0
4487,0
5006,0
3270,0
2473,0
9531,0
2495,0
11398,0
7843,0
7409,0
8712,0
6851,0
10782,0
8881,0
10548,0
10575,0
1001,1
3207,0
5710,0
5725,0
33,1
6933,0
10334,0
9931,0
9580,0
1830,1
9254,0
275,1
7481,0
2967,0
1543,1
6443,0
6092,0
10538,0
8457,0
1379,1
5669,0
124,1
7898,0
1563,1
1978,1
11245,0
7450,0
10971,0
9933,0
10357,0
9183,0
6803,0
11463,0
9530,0
9676,0
7331,0
3951,0
6005,0
834,1
4153,0
3637,0
8368,0
2060,1
578,1
6061,0
4344,0
1467,1
2335,0
7430,0
5010,0
7861,0
5864,0
1540,1
10730,0
3279,0
1090,1
6288,0
10689,0
6713,0
3706,0
11141,0
2817,0
2390,0
10543,0
1567,1
9993,0
8886,0
4372,0
8868,0
8586,0
1593,1
9118,0
6551,0
8078,0
9384,0
9004,0
6261,0
4384,0
3021,0
4665,0
8909,0
8081,0
8738,0
10545,0
6335,0
10075,0
2813,0
598,1
4713,0
6374,0
10791,0
1751,1
8273,0
11235,0
10008,0
4202,0
9063,0
9043,0
4687,0
5271,0
4410,0
6330,0
3601,0
9664,0
5828,0
7960,0
176,1
8182,0
11223,0
541,1
8866,0
272,1
5076,0
10366,0
10692,0
7985,0
10074,0
10113,0
9990,0
4482,0
3426,0
1091,1
10055,0
1167,1
6757,0
7588,0
4959,0
4808,0
9291,0
4972,0
9119,0
893,1
9431,0
7852,0
3861,0
5159,0
5880,0
6315,0
2411,0
5040,0
1826,1
3447,0
2604,0
1334,1
5119,0
3028,0
11384,0
5160,0
8513,0
2350,0
2241,1
5110,0
9070,0
10235,0
5047,0
4855,0
2804,0
7982,0
7542,0
2431,0
3239,0
3429,0
2378,0
7561,0
6856,0
4544,0
3634,0
8204,0
2826,0
5270,0
8761,0
11196,0
2176,1
3299,0
5301,0
1656,1
2984,0
6976,0
779,1
3518,0
4066,0
7058,0
1872,1
8243,0
2214,1
7993,0
6651,0
8038,0
3638,0
10666,0
5498,0
6328,0
2154,1
3841,0
10387,0
2052,1
992,1
4833,0
4580,0
1652,1
6361,0
9647,0
1126,1
8668,0
2613,0
10650,0
5244,0
9688,0
146,1
8272,0
8858,0
6333,0
4230,0
6595,0
9924,0
874,1
4103,0
4424,0
220,1
4637,0
8280,0
2607,0
3696,0
1194,1
9651,0
335,1
1578,1
1085,1
1569,1
18,1
9337,0
5742,0
6850,0
8709,0
3663,0
8998,0
9646,0
6488,0
4033,0
9634,0
4708,0
3464,0
5243,0
3037,0
140,1
6884,0
8055,0
10120,0
8674,0
9823,0
4991,0
3698,0
5968,0
2177,1
9484,0
882,1
528,1
9561,0
3990,0
190,1
7990,0
4155,0
5982,0
10834,0
7453,0
2228,1
10372,0
8279,0
6615,0
7256,0
6379,0
9407,0
3514,0
9242,0
4133,0
2731,0
5476,0
10859,0
7089,0
4490,0
9915,0
4936,0
2476,0
1357,1
7899,0
3443,0
133,1
8370,0
3376,0
4495,0
1662,1
7195,0
976,1
9831,0
10356,0
6079,0
1096,1
8115,0
10002,0
2662,0
11388,0
8745,0
4100,0
1299,1
9706,0
10927,0
9053,0
5280,0
4336,0
9679,0
2633,0
10885,0
10622,0
3884,0
4807,0
8306,0
519,1
1746,1
247,1
5494,0
1509,1
8757,0
7382,0
3724,0
46,1
4706,0
499,1
4022,0
2118,1
253,1
10523,0
8730,0
5470,0
11329,0
3810,0
8952,0
9009,0
10126,0
8756,0
1466,1
10847,0
2865,0
1098,1
11143,0
2819,0
5488,0
2087,1
8843,0
1312,1
5761,0
2131,1
4757,0
50,1
5407,0
39,1
2663,0
9751,0
752,1
10806,0
5420,0
9438,0
1570,1
879,1
10451,0
6290,0
1386,1
3916,0
10977,0
1756,1
2579,0
3380,0
8695,0
3760,0
637,1
9413,0
8846,0
7809,0
561,1
11060,0
9106,0
7787,0
6358,0
5536,0
10737,0
10163,0
5365,0
9912,0
6872,0
8710,0
9590,0
1775,1
8494,0
11481,0
2545,0
2576,0
5519,0
5158,0
10845,0
7093,0
6888,0
9713,0
11314,0
4795,0
9109,0
332,1
2554,0
10532,0
296,1
5716,0
938,1
10938,0
1597,1
9399,0
11477,0
4379,0
8450,0
98,1
8330,0
11232,0
5082,0
1654,1
9010,0
5602,0
8308,0
3341,0
8675,0
4358,0
8610,0
9046,0
4226,0
1029,1
10771,0
1817,1
898,1
1352,1
5891,0
11484,0
8758,0
3948,0
9970,0
7710,0
555,1
8247,0
11214,0
1607,1
4755,0
3090,0
1218,1
8044,0
1554,1
2158,1
6455,0
1997,1
2305,0
10908,0
8737,0
2153,1
9027,0
10881,0
8412,0
3955,0
9510,0
1363,1
8152,0
6227,0
11202,0
1852,1
5231,0
10072,0
3212,0
5481,0
5065,0
5334,0
5338,0
4255,0
8302,0
5134,0
3059,0
9558,0
5569,0
6952,0
5770,0
1089,1
7325,0
7925,0
5670,0
8808,0
4499,0
11490,0
2143,1
8394,0
8490,0
10274,0
7400,0
3641,0
4525,0
9056,0
8334,0
9229,0
9636,0
2110,1
547,1
3927,0
1912,1
5676,0
10781,0
1568,1
451,1
3860,0
1501,1
2380,0
11215,0
8849,0
2365,0
6889,0
10158,0
9487,0
1765,1
7983,0
2016,1
462,1
4555,0
298,1
7657,0
8999,0
7961,0
3149,0
10089,0
4592,0
3055,0
613,1
11219,0
2402,0
7572,0
7439,0
9535,0
7578,0
7703,0
6934,0
187,1
3177,0
7848,0
1376,1
10261,0
8980,0
3048,0
2774,0
10312,0
10863,0
491,1
1402,1
6493,0
2290,1
2267,1
9698,0
530,1
8784,0
5953,0
6823,0
4283,0
11442,0
5711,0
8387,0
7626,0
2985,0
8499,0
2220,1
3009,0
1730,1
4174,0
8638,0
6454,0
5375,0
309,1
2805,0
10861,0
9,1
2891,0
8656,0
5790,0
580,1
8562,0
5449,0
532,1
4721,0
7438,0
8750,0
11159,0
6070,0
7506,0
8833,0
9382,0
1403,1
3758,0
334,1
5984,0
7375,0
1421,1
4774,0
536,1
9069,0
7796,0
8621,0
6399,0
2763,0
5438,0
5998,0
6533,0
454,1
11250,0
9463,0
11177,0
5167,0
5873,0
8520,0
10901,0
2746,0
6033,0
3197,0
2238,1
5906,0
122,1
8449,0
5386,0
119,1
10780,0
9471,0
5660,0
10280,0
8768,0
1766,1
10317,0
5784,0
2458,0
675,1
11421,0
9030,0
10186,0
7367,0
277,1
6129,0
11033,0
3639,0
9415,0
6629,0
4575,0
1743,1
6722,0
6166,0
2908,0
10444,0
639,1
7544,0
9764,0
3002,0
6719,0
5466,0
9792,0
3039,0
10330,0
9629,0
949,1
3042,0
4085,0
4446,0
10298,0
1220,1
9806,0
3073,0
8645,0
4629,0
7941,0
3774,0
2513,0
6278,0
1585,1
605,1
10463,0
2578,0
4392,0
10829,0
5952,0
2767,0
2103,1
8845,0
2475,0
4448,0
206,1
5827,0
3320,0
9355,0
9560,0
5556,0
10166,0
4782,0
920,1
3787,0
1946,1
1387,1
7943,0
1559,1
2017,1
6138,0
11000,0
1726,1
2263,1
6894,0
776,1
818,1
6111,0
4707,0
888,1
10613,0
7313,0
3453,0
8875,0
4152,0
9665,0
5814,0
836,1
10565,0
11025,0
3943,0
3431,0
9473,0
4823,0
6403,0
3382,0
3590,0
1082,1
11361,0
8477,0
4719,0
9825,0
3866,0
6427,0
4304,0
7407,0
3887,0
1158,1
11108,0
6202,0
4109,0
2465,0
2569,0
7226,0
8226,0
2839,0
7222,0
5033,0
4981,0
8088,0
4898,0
9353,0
4367,0
3538,0
9170,0
10418,0
8233,0
6944,0
4816,0
4413,0
6760,0
885,1
1529,1
2033,1
10922,0
10665,0
3193,0
2828,0
10271,0
5506,0
4516,0
4015,0
722,1
9328,0
278,1
6425,0
398,1
11364,0
1669,1
8545,0
3714,0
10432,0
3064,0
4858,0
9110,0
5667,0
1523,1
5095,0
10772,0
2584,0
610,1
10267,0
5228,0
10125,0
7805,0
1437,1
3597,0
9918,0
7856,0
9389,0
664,1
5647,0
9321,0
4343,0
4375,0
7350,0
2573,0
5055,0
10239,0
6986,0
2446,0
7947,0
8475,0
2917,0
6948,0
6408,0
7976,0
5685,0
1961,1
6576,0
7785,0
5989,0
8753,0
8277,0
994,1
1595,1
6163,0
7720,0
8379,0
2873,0
6795,0
3240,0
6701,0
4144,0
8104,0
4004,0
9928,0
5619,0
4266,0
8567,0
10940,0
6323,0
2847,0
6375,0
2092,1
4917,0
6098,0
9270,0
1278,1
6322,0
1856,1
4655,0
4265,0
9380,0
9737,0
2288,1
6046,0
5281,0
6351,0
9715,0
14,1
6307,0
11119,0
5883,0
855,1
201,1
6053,0
289,1
2031,1
9735,0
4519,0
4240,0
495,1
11308,0
5888,0
7305,0
9293,0
6710,0
6003,0
2563,0
8785,0
7419,0
2900,0
399,1
11473,0
4014,0
175,1
5421,0
3827,0
9682,0
9982,0
8340,0
9976,0
8395,0
320,1
10242,0
9467,0
4228,0
148,1
1941,1
9174,0
3078,0
1254,1
6402,0
2535,0
1070,1
424,1
1113,1
9883,0
7537,0
3488,0
6404,0
11054,0
3894,0
3598,0
7755,0
2327,0
6122,0
9028,0
8466,0
377,1
9507,0
8396,0
9675,0
10842,0
2030,1
9612,0
5980,0
8596,0
1261,1
10632,0
4237,0
242,1
3910,0
7306,0
8260,0
210,1
8892,0
9513,0
6977,0
1308,1
5720,0
4426,0
1170,1
4284,0
4368,0
11185,0
9874,0
2802,0
4296,0
1738,1
3007,0
7020,0
3753,0
1460,1
10862,0
7567,0
9932,0
9972,0
6501,0
852,1
6712,0
6031,0
4938,0
7882,0
10802,0
8328,0
8444,0
5587,0
10919,0
6800,0
9847,0
167,1
1461,1
196,1
950,1
6014,0
10288,0
3697,0
3140,0
2861,0
9712,0
1163,1
4597,0
7937,0
2875,0
6891,0
11290,0
1359,1
10028,0
1911,1
2517,0
5981,0
6694,0
10992,0
7054,0
2580,0
8327,0
8671,0
9697,0
7851,0
4247,0
6525,0
6898,0
5341,0
8014,0
2152,1
1870,1
6937,0
7732,0
4606,0
9344,0
9652,0
7562,0
2466,0
2343,0
5707,0
684,1
5808,0
1984,1
6886,0
8190,0
5361,0
5385,0
3265,0
4891,0
10224,0
5996,0
9163,0
10211,0
1373,1
3161,0
7699,0
11485,0
9251,0
10721,0
1069,1
1055,1
4347,0
6409,0
4030,0
8835,0
548,1
3974,0
8227,0
9175,0
8555,0
10112,0
5166,0
11190,0
1906,1
4518,0
6688,0
2831,0
7436,0
2004,1
4425,0
9064,0
7991,0
2141,1
10396,0
3784,0
9801,0
3318,0
6266,0
8844,0
6366,0
8897,0
3459,0
11021,0
4906,0
6958,0
7628,0
10556,0
6855,0
7154,0
8539,0
6474,0
1087,1
4941,0
1240,1
7088,0
9869,0
4097,0
9169,0
6293,0
9073,0
1294,1
4018,0
1741,1
6782,0
11326,0
10786,0
6233,0
2070,1
4634,0
10777,0
5073,0
2712,0
10450,0
10612,0
8687,0
2007,1
48,1
4414,0
10380,0
8707,0
6912,0
8995,0
3800,0
6418,0
6711,0
7039,0
11191,0
7534,0
5460,0
1109,1
9714,0
5926,0
10097,0
9020,0
2643,0
773,1
2168,1
9505,0
5625,0
9832,0
9875,0
6485,0
8541,0
799,1
4842,0
8006,0
2686,0
6780,0
2376,0
5342,0
3153,0
552,1
6456,0
1869,1
460,1
7913,0
5565,0
3223,0
9087,0
6114,0
10882,0
6271,0
1118,1
3889,0
4864,0
8732,0
10604,0
1855,1
5284,0
2128,1
558,1
3156,0
11462,0
2543,0
4804,0
6239,0
8643,0
10755,0
3899,0
3099,0
1729,1
3005,0
8013,0
3662,0
2862,0
665,1
9082,0
6530,0
4129,0
5101,0
9890,0
5496,0
2933,0
2676,0
839,1
2260,1
2768,0
10695,0
10591,0
6050,0
4604,0
7045,0
4701,0
8080,0
2658,0
1135,1
2167,1
7611,0
10183,0
7973,0
3325,0
6923,0
11001,0
8434,0
4775,0
2164,1
3081,0
8821,0
4053,0
10518,0
1811,1
565,1
7527,0
10057,0
7247,0
6953,0
5525,0
3148,0
396,1
121,1
10512,0
3857,0
3733,0
10284,0
4351,0
4160,0
4087,0
7265,0
6730,0
8613,0
10336,0
6010,0
1022,1
9788,0
3848,0
2301,0
7772,0
11010,0
9336,0
7402,0
4056,0
2470,0
9034,0
2193,1
2140,1
265,1
9469,0
7390,0
126,1
11121,0
7077,0
4771,0
5933,0
459,1
1783,1
4866,0
6725,0
4238,0
2330,0
1670,1
7277,0
5242,0
9346,0
655,1
10743,0
6697,0
5474,0
5062,0
7634,0
4467,0
5018,0
10220,0
10123,0
273,1
6219,0
6646,0
7422,0
10993,0
4613,0
1507,1
2799,0
3667,0
8148,0
10644,0
6398,0
6804,0
9763,0
10454,0
4659,0
7082,0
1271,1
5357,0
2972,0
9479,0
2338,0
7674,0
8322,0
4024,0
439,1
5613,0
8066,0
1813,1
6071,0
2595,0
4826,0
11275,0
7272,0
772,1
2175,1
9866,0
1018,1
5690,0
8117,0
5650,0
7907,0
3120,0
4974,0
1788,1
10858,0
10241,0
2572,0
7933,0
8661,0
2890,0
11272,0
8626,0
2531,0
2151,1
10424,0
1818,1
7664,0
7716,0
7860,0
5086,0
9756,0
8971,0
1051,1
3755,0
6683,0
8418,0
1283,1
520,1
9228,0
7310,0
5863,0
8456,0
9533,0
4674,0
6597,0
7643,0
7107,0
1454,1
6771,0
572,1
6857,0
7127,0
3679,0
10522,0
587,1
3657,0
5590,0
3385,0
8427,0
713,1
9717,0
6843,0
2500,0
7366,0
6035,0
6579,0
2749,0
9021,0
10868,0
7084,0
843,1
11461,0
343,1
4214,0
9404,0
9236,0
3213,0
7864,0
5862,0
9055,0
189,1
7637,0
2786,0
4700,0
390,1
8493,0
6737,0
7035,0
1712,1
5176,0
1874,1
1067,1
7529,0
7070,0
4011,0
3210,0
3439,0
6612,0
4456,0
8691,0
1478,1
10809,0
2760,0
7260,0
6450,0
9649,0
6041,0
5965,0
10009,0
10949,0
3558,0
692,1
4526,0
5646,0
10952,0
6718,0
244,1
9631,0
202,1
9075,0
1928,1
4216,0
2730,0
8550,0
7929,0
4543,0
9983,0
6828,0
31,1
3849,0
5507,0
7038,0
6523,0
1095,1
2356,0
4730,0
2280,1
10045,0
1685,1
138,1
4943,0
8112,0
9434,0
5793,0
7248,0
4134,0
8171,0
6377,0
8399,0
5973,0
4136,0
2734,0
3326,0
3675,0
11437,0
6903,0
8187,0
683,1
5415,0
5797,0
6620,0
7911,0
6444,0
3824,0
6478,0
7283,0
7773,0
8382,0
9687,0
7182,0
5091,0
4654,0
11207,0
8107,0
6768,0
8276,0
8725,0
1599,1
768,1
3991,0
11022,0
7695,0
234,1
2272,1
36,1
9327,0
9607,0
6067,0
10137,0
11299,0
9250,0
4422,0
9421,0
6378,0
4252,0
7967,0
9018,0
11255,0
8174,0
1347,1
5811,0
8288,0
9543,0
2472,0
8789,0
9766,0
10928,0
3977,0
5221,0
2641,0
5502,0
10301,0
7403,0
1132,1
10570,0
7292,0
9157,0
6617,0
3411,0
150,1
7896,0
7977,0
4433,0
83,1
3885,0
4546,0
2417,0
10961,0
5987,0
5949,0
4254,0
1315,1
8137,0
5759,0
1041,1
9622,0
4644,0
5728,0
385,1
44,1
6205,0
9081,0
181,1
3840,0
7446,0
10340,0
5657,0
10020,0
10036,0
3147,0
2315,0
8374,0
6087,0
4691,0
5186,0
8130,0
10435,0
1611,1
10574,0
1580,1
4127,0
11144,0
410,1
8011,0
2308,0
5841,0
4350,0
10789,0
593,1
9655,0
7360,0
8996,0
7650,0
693,1
9894,0
5322,0
10138,0
7655,0
4346,0
3101,0
9304,0
7416,0
8588,0
10073,0
551,1
9916,0
10175,0
2217,1
3519,0
5651,0
2049,1
9058,0
9298,0
9966,0
4901,0
2630,0
2948,0
7747,0
2384,0
4277,0
11435,0
7301,0
671,1
4658,0
3381,0
11090,0
3355,0
10947,0
660,1
5997,0
574,1
3304,0
4671,0
5978,0
9905,0
6929,0
2782,0
1361,1
9091,0
3656,0
3933,0
8303,0
5692,0
7604,0
7519,0
1382,1
4290,0
4488,0
9099,0
11070,0
7920,0
2081,1
5257,0
3750,0
5979,0
4731,0
6406,0
8207,0
1592,1
10504,0
568,1
8220,0
5179,0
704,1
6413,0
3076,0
6075,0
9901,0
9461,0
2405,0
6580,0
6030,0
4977,0
1519,1
6734,0
5738,0
9782,0
9566,0
1014,1
9349,0
2454,0
4428,0
1455,1
9998,0
4643,0
6678,0
8694,0
9272,0
6547,0
3855,0
1255,1
9762,0
8669,0
8484,0
10731,0
1002,1
5766,0
5155,0
6731,0
6754,0
7569,0
2445,0
802,1
9722,0
9779,0
3856,0
9459,0
170,1
4841,0
3730,0
4063,0
8215,0
1102,1
8551,0
9707,0
7653,0
3864,0
10323,0
6141,0
7803,0
224,1
735,1
5656,0
577,1
2923,0
10044,0
6244,0
5925,0
7513,0
5136,0
11495,0
4951,0
2632,0
1761,1
3754,0
10972,0
7302,0
415,1
9804,0
8068,0
3789,0
6682,0
7361,0
164,1
6672,0
4688,0
8601,0
1411,1
1835,1
9524,0
2113,1
360,1
737,1
1270,1
8607,0
4439,0
4027,0
1480,1
1275,1
9540,0
5278,0
10152,0
2071,1
1577,1
4770,0
476,1
2006,1
1267,1
6638,0
8902,0
11192,0
5367,0
23,1
2836,0
5035,0
3132,0
4832,0
11208,0
1197,1
11393,0
7564,0
3269,0
1231,1
7757,0
8335,0
9860,0
2936,0
369,1
11316,0
3043,0
10433,0
7538,0
4076,0
7062,0
1994,1
2511,0
2032,1
883,1
11133,0
5423,0
8296,0
4849,0
4752,0
11297,0
6680,0
1499,1
1942,1
9300,0
7855,0
9140,0
2916,0
6526,0
3652,0
3600,0
10153,0
10577,0
2791,0
5063,0
4556,0
4138,0
9258,0
10133,0
2183,1
2667,0
4787,0
4500,0
3311,0
9728,0
4527,0
785,1
7540,0
10226,0
1893,1
3594,0
5303,0
2506,0
4503,0
10293,0
9838,0
5260,0
2646,0
9740,0
2351,0
6426,0
3744,0
1149,1
3274,0
3752,0
2244,1
5276,0
10059,0
10377,0
3986,0
8981,0
5380,0
9085,0
6916,0
6973,0
1380,1
15,1
6848,0
4831,0
7394,0
8209,0
32,1
3806,0
1617,1
4741,0
7793,0
10114,0
5233,0
9496,0
7408,0
7546,0
1213,1
6292,0
3051,0
6522,0
8481,0
1887,1
10929,0
2124,1
9600,0
257,1
3618,0
5806,0
10363,0
7737,0
6585,0
4348,0
6810,0
6371,0
6215,0
3842,0
10142,0
10705,0
4088,0
445,1
6892,0
7577,0
10939,0
5583,0
5581,0
4323,0
6655,0
7886,0
5628,0
1151,1
9771,0
5717,0
6880,0
1868,1
402,1
6012,0
8036,0
1718,1
7677,0
9310,0
6023,0
10204,0
5508,0
8935,0
6308,0
6492,0
4589,0
6339,0
11167,0
325,1
6113,0
3839,0
8124,0
7584,0
2212,1
11455,0
6107,0
4135,0
5753,0
11163,0
1176,1
6199,0
2182,1
7965,0
7064,0
1590,1
3465,0
1398,1
1203,1
7040,0
8241,0
4105,0
8931,0
10252,0
7825,0
4221,0
6690,0
628,1
4881,0
9767,0
9934,0
4960,0
11499,0
11260,0
3725,0
1667,1
7723,0
6085,0
4208,0
3723,0
7819,0
8311,0
7873,0
4976,0
11078,0
11253,0
10981,0
4982,0
6821,0
5928,0
6964,0
10720,0
6252,0
1514,1
3930,0
8471,0
1215,1
11134,0
728,1
6700,0
7892,0
379,1
85,1
3481,0
8283,0
6259,0
2223,1
2623,0
342,1
5398,0
11418,0
4236,0
2594,0
1748,1
11280,0
8799,0
7180,0
6963,0
4402,0
7900,0
4896,0
4946,0
384,1
2192,1
617,1
6794,0
6919,0
8620,0
5183,0
5412,0
11129,0
2898,0
7329,0
585,1
2669,0
1453,1
2709,0
6353,0
6305,0
4777,0
4232,0
8682,0
3220,0
6600,0
8606,0
4534,0
8461,0
6876,0
5543,0
4639,0
4168,0
9474,0
3535,0
8719,0
6321,0
2055,1
8884,0
3329,0
9418,0
9836,0
7709,0
4400,0
6221,0
7621,0
4191,0
9464,0
4258,0
7565,0
3172,0
10021,0
5002,0
3981,0
8861,0
4477,0
4929,0
7574,0
3291,0
2075,1
3032,0
1791,1
6608,0
1566,1
2902,0
7352,0
3932,0
9024,0
8830,0
4339,0
1424,1
9734,0
4159,0
9477,0
8451,0
4388,0
7765,0
5493,0
635,1
3515,0
3294,0
3214,0
3379,0
8034,0
1422,1
9280,0
6326,0
4170,0
10769,0
11217,0
489,1
9609,0
10970,0
2271,1
8941,0
2560,0
263,1
6002,0
8986,0
7071,0
3327,0
771,1
2002,1
5694,0
5858,0
5521,0
4492,0
8400,0
8759,0
9700,0
10835,0
7912,0
6946,0
5563,0
5138,0
8018,0
10273,0
3844,0
8240,0
10875,0
9769,0
6024,0
10999,0
9153,0
6971,0
4742,0
9929,0
7701,0
1427,1
6423,0
7395,0
5843,0
5348,0
456,1
4809,0
1920,1
5740,0
10963,0
3852,0
3553,0
10019,0
11168,0
3243,0
4434,0
7398,0
8911,0
2250,1
4978,0
6225,0
3398,0
9892,0
7349,0
10265,0
7894,0
4398,0
6661,0
3980,0
1247,1
1644,1
4038,0
1210,1
10367,0
10024,0
7184,0
1353,1
8069,0
7707,0
3256,0
3260,0
5384,0
9105,0
4734,0
9815,0
9062,0
5950,0
10051,0
7412,0
8598,0
3833,0
5866,0
10436,0
3689,0
3030,0
5782,0
9604,0
11273,0
3681,0
7800,0
3124,0
6841,0
508,1
