,ApEn,RMS
2161,0.0328779788129329,139.84317213567758
2909,0.0297044738355083,43.18104374679357
11333,0.0196927667231845,42.77735783974976
7066,0.0115104655387519,44.38303184354354
11216,0.0239782736119638,58.77437160712567
3716,0.0085198513066599,68.20223904063744
7029,0.0135482343046375,62.98345051727874
6621,0.0202074891352572,75.10063560816246
2178,0.0461018029674811,262.26780653322663
182,0.0468503296426585,307.3278600683946
5943,0.0128601077419716,138.1967874112175
4631,0.0245472760778722,94.05566576086072
3928,0.0038015401500652,57.92866707209825
3993,0.0007299391535937,62.24818803838792
20,0.0283931160939592,161.98753629234102
9739,0.0206329513460152,101.79989323038974
10299,0.010246552483212,67.63135728551697
7512,0.0190027063035342,33.594593012678395
4235,0.0302012625871159,55.943989672428174
11454,0.0287598776302187,45.37345038676252
6496,0.0028618455535274,59.07191145253597
2735,0.0193320242931571,45.51445297581308
5575,0.0244745446728398,78.71461258479901
11395,0.0245413015364346,37.91549763536673
8309,0.0284981753626492,57.30228831463671
9921,0.0254298449965055,23.78461704153548
10139,0.018662736620199,159.6776308716448
8375,0.0458315827660622,45.13288755511329
2104,0.0155676704057197,247.1735655048392
5283,0.0162082518844948,42.84470162145198
5296,0.0090374486764486,37.41544503736058
7536,0.0357063513824726,88.60026706629473
3705,0.0066972586362785,88.21404798397333
2856,0.012654965466857,74.4011803974322
621,0.0417976374113231,158.9619094999648
2915,0.016365654088029,63.18505419969781
10087,0.0067408710512113,45.50649206775336
6158,0.0323839699234977,30.10234009020312
9816,0.0470517592827919,22.20945216850249
5031,0.0314330372439131,102.91627076931276
8485,0.0005387834024923,33.54101238362894
8749,0.0216221462115351,57.52465079614782
4578,0.0107431075162205,40.398672433323846
4507,0.0231876715185226,65.04395298805647
6419,0.0144023987029475,35.233921144527045
4585,0.0279530283835991,64.01067263306565
9493,0.0248812109887111,48.77486845670371
6616,0.0053489565239532,190.4545728932165
10660,0.0120897283956735,26.90804654280946
11194,0.013053865343692,60.85191104743548
5939,0.0115012545150934,51.3178000460123
9602,0.0203409874745927,63.12471379885615
5560,0.0264661427564165,133.7780435699605
4411,0.0514231337702151,38.87525748507976
5344,0.006719870481767,53.1438799172233
11103,0.0154803016030751,70.71890880450574
6304,0.0116351071598002,52.3693127878818
9038,0.0095248110459555,52.07217797202264
10815,0.0068405093868353,40.26328754856898
11047,0.0064425914102341,71.85713093093128
7675,0.0386795663814547,61.58894974318648
8098,0.0147209301017321,67.37409771543327
8793,0.0042481407058119,90.32071221313248
7091,0.0214114343113278,44.27890673934091
8439,0.0312803049818652,93.8023265428089
8325,0.0163158696165472,32.29768005165
10519,0.0086121613724667,28.898039374454108
9005,0.0076324591040437,84.8701702648301
2034,0.0419860344999847,562.0671211968094
2577,0.0241581115843558,96.28152639119692
4837,0.0178675446172569,63.97023844140336
6316,0.0165755944920698,46.324807532991976
3747,0.0174602516438184,22.3441324267972
6590,0.0089614759131331,41.74167792244641
10723,0.0126064872307027,64.78902434657626
10031,0.0084465681232139,41.75598759459534
9206,0.0037371622784565,28.691635731298067
808,0.0134420910062402,303.2695845579783
8165,0.0409770566119682,23.58539794223854
844,0.0392804835908764,170.7756231918435
1303,0.0393338281398647,500.9616743036275
733,0.0427214074338957,436.47881266591855
8257,0.0005143318465967,62.53932747055048
9980,0.0096145769282345,36.9754920416044
5140,0.0226286895806819,76.35823516900453
11476,0.0145699520201088,39.36523316368455
1150,0.0555514533661871,114.28193789101144
5518,0.0271670759278723,62.78608741940765
8660,0.0136526897548341,77.87826976983855
7705,0.021199898282993,29.010411991322183
8320,0.0065415943799456,49.23830464720785
5911,0.0258732728925008,100.49303992923466
7944,0.0390931914830363,32.44596620007255
543,0.0190094859586182,313.8073357098468
9950,0.0088322200284016,47.82919949381078
1646,0.0291771132410678,198.6874913986315
4628,0.0190391372187139,38.63211023755045
8346,0.0125566680628894,38.04143634126149
464,0.0609158850419242,430.1080742864592
11184,0.0041880031445762,37.06121546045475
7411,0.0131132115251997,42.11263032407855
9256,0.0196475716685373,61.2912727652763
1066,0.0572715197679958,505.2185315766213
10117,0.0164283223161638,30.51243662938933
6984,0.0235831090871809,58.64798739753351
1502,0.052508719201803,355.574920957683
10530,0.0025062417868682,37.63177368428175
7746,0.0200663167803059,47.9674063329726
7999,0.0218870889598647,71.75823055471581
8312,0.0095007718599164,150.99530466623787
4975,0.0053233524978413,44.02236092849576
7457,0.0067810727110968,71.15383450006401
685,0.0330717699499909,171.30370679275302
11031,0.0196940830241665,37.88848254252208
6123,0.0362926426412451,76.54314168534304
3923,0.0034219757303102,51.28540602446032
5211,0.0112767055847506,60.75066309437494
971,0.0284751059094912,138.32260327988698
7245,0.0310956698419277,71.3052485905666
10144,0.0286669809336959,65.18330897960958
3735,0.0067340321813311,74.16636638223386
4025,0.0025366692046677,57.98217078470114
525,0.0450578577681219,497.9336996411081
9965,0.0176606090842006,51.272427447959295
5961,0.0036520826466404,39.38240877719074
7348,0.0477070015278426,36.7979332384986
9979,0.0393520299393759,58.35709291053445
4799,0.023876308784585,30.21562322241178
1259,0.0278503697114747,297.2926839688563
9202,0.01308580854666,70.47021547810996
4476,0.0109556323509094,25.84978579758931
7646,0.0057943068627013,71.79552331426208
7568,0.0406813822807179,45.43552265298596
6220,0.0191843178664292,43.60170738306873
4299,0.0235889609711703,126.14415813985404
4725,0.0185740825513711,50.63233453813136
10629,0.0091564418763985,43.197634709914965
7483,0.0054319908444291,162.16186424324232
311,0.0403260360851263,265.25508801670514
4548,0.0055452110236373,47.840218680912194
11423,0.0114108272031252,44.05056908507255
10685,0.0234320149078501,24.74942786586187
5439,0.0355136429231204,93.23645019267543
9177,0.0186561831113101,80.11034869946579
842,0.0312728588203641,276.9690285454991
10526,0.03169686098538,97.32365613235432
1939,0.0451772996676687,278.5976365054202
3803,0.002854975961573,63.21316167218461
8611,0.0207742236718373,37.71510571665881
2284,0.039709634219637,564.7074779428118
3826,0.0411764285031468,25.980188891610275
4827,0.0090104193498889,34.2456729132492
3954,0.0267623148066509,133.72890276074858
3277,0.027359848008845,44.88322522112242
9241,0.0123104062656373,69.45542916594066
1589,0.0433502290920162,369.7550630358224
6134,0.0313034785779988,34.940022549810266
3629,0.0083132881647438,141.1775740756123
326,0.0478866290056498,434.9524719231186
7829,0.0327314585460167,79.00408847707662
463,0.0271639197329203,380.47899883526753
1722,0.047914652752699,136.21302537294295
5722,0.0355264717917465,150.1451234821456
8305,0.0262857272751575,30.372821745456086
6981,0.0281145260078639,31.40986453080863
6104,0.0192742686046623,57.29155066276135
10746,0.0264638925185576,65.83150544667045
9628,0.0481833271391693,38.04546006095865
7249,0.0013843204762027,85.67146606459032
5967,0.0137785645937684,61.71524910956976
4064,0.0236148966406108,62.88438051296999
2436,0.0129845327463229,49.54503455664099
4463,0.0264986092557193,32.730776204323355
8110,0.0089882520594679,77.09364232866417
3444,0.0253612974172248,64.49323941071266
10907,0.0432513653654651,30.967638413451063
4171,0.0296439462965292,74.69035690142671
1141,0.0717708563823591,538.8246807831781
845,0.063053481982978,97.70509528438755
9732,0.0120801250115567,56.47837753429404
10754,0.0074106287556103,31.92464730374872
11372,0.0047574379833612,67.57147546764833
11415,0.0001777865222942,40.50981266156386
914,0.0681325368206571,449.3206987576148
151,0.0407366680635976,130.49086825988533
7215,0.0061874707199587,110.33635321073356
6208,0.0095240800029112,77.65229491940337
614,0.0190555621231549,613.9803952743524
2291,0.0624982363445338,339.6637245876887
2095,0.0432300451861271,389.6302728378774
7928,0.0132043172444991,52.48262361248721
10735,0.0101669496645131,58.21883806354048
475,0.0364964984813451,415.0045251071065
10497,0.0240944711059887,103.91840154509453
10416,0.0259632131501006,36.36132555468447
212,0.0282654088969529,474.3941772927011
7286,0.0146804015206867,54.97142368426526
8468,0.0353453995043429,72.24794209331328
6045,0.0247528053211461,40.30552265198902
9261,0.0065629094632533,41.00980613485938
4436,0.0205495766269305,46.338539617755
6028,0.006292498540863,41.09546693181317
3209,0.0026556992903161,27.618362112573767
8960,0.0119164268950782,68.7449003790463
1414,0.0326895178997741,482.3625092521508
6150,0.0159884178924882,38.1750439996472
10399,0.0180841405302172,87.09799112834779
9306,0.0172896764083301,35.55527716633637
796,0.063569844888403,638.6726989673584
725,0.0203365590144279,305.6494015054258
4297,0.0035727336099631,82.67620860168904
1019,0.0315149736576221,297.3048918710702
10292,0.0002537226784129,49.19437392407032
3151,0.0125068488950752,40.8453100792337
6574,0.0204976660542746,36.37752353789356
4622,0.0298867893494327,39.10144933175432
6121,0.0129596080817173,81.4793158184947
4060,0.046816691560775,151.01233102330997
172,0.0321894355059395,376.8123833761637
6796,0.0241608574976317,40.10360727423719
6877,0.0157520491269895,36.48990522862111
1812,0.0392196102459321,494.5705454372131
8458,0.0045550344201936,24.74855977501519
8853,0.0111119121962275,29.544267964044227
5923,0.0441142152466271,152.8009453709302
11278,0.0317058187059364,53.72801603475835
8666,0.0262589748025443,64.35473740574582
8376,0.0121298923243404,62.21523407946401
3100,0.010160338721123,70.99038846144067
10156,0.0236386750534731,46.90695785608463
1490,0.006379445683792,329.23947638838814
22,0.0302486289620969,396.8959289511153
9648,0.0183176461050238,49.62456214384919
1530,0.044701648202468,321.01149722035854
11339,0.0138736753667068,53.95980582369853
896,0.0178021948933722,135.268849411436
8580,0.0482417383307169,113.143757077556
8673,0.0385743027573006,54.36146562881192
9017,0.021145760083673,79.75828045276083
2949,0.0146151539154777,45.223722299184416
7995,0.0037517209822679,120.31445412374087
4197,0.0017674732520829,43.96438544435712
7884,0.0306734693307091,107.8098414527287
3763,0.0010463952457575,73.0923504836091
7948,0.0022073267799687,59.91162518269096
1168,0.03960609991621,320.6403474640629
8955,0.0108531160551961,25.526114462080788
4126,0.0233565141486402,64.48193863521979
3545,0.0004352754397216,51.22860643417406
8528,0.0268528221041837,22.71919059063835
6931,0.0176453897933912,99.85167466594514
11023,0.041662546390313,46.14872780613784
8480,0.0220878538806217,49.11496001092743
7839,0.0207159005981063,42.97683446673626
7968,0.0034762534329626,47.707881866495605
11335,0.000205055518283,60.94858873468688
6069,0.0259968877485716,60.244051184536055
7680,0.0217833132612206,98.56339667474178
10561,0.0388891440065211,63.994319663691634
2364,0.0238030344265802,79.47502617273082
11301,0.0331911800344864,80.50478865318354
6226,0.0406309951159071,78.32093866644954
3069,0.005259199866078,80.81988317007765
9850,0.0087219549321515,58.47289202324869
8515,0.0091018407232894,36.44468866695461
989,0.0501425936625938,346.55740105581714
10225,0.0212725611423922,39.780759030748776
6154,0.0163187041519812,62.7805500209858
8210,0.0161470580886069,72.07841460217129
1992,0.0474502475864988,208.5654791235387
1633,0.0487752750892651,179.80671045597825
3498,0.0037702334841185,73.90982747683998
786,0.0584307115024214,618.5788285173069
10333,0.0069973753382783,37.2214131079141
7069,0.0363554057395067,36.75442415971851
5907,0.0145380427802432,57.53630392657535
3900,0.0208433717227269,78.57784071085976
3424,0.0121484274005556,55.38478680445561
6528,0.0072227630670833,58.63817898908739
5350,0.0126733672153704,90.40108112600204
8167,0.0351016910203112,70.46934589548493
8298,0.0294945415919243,35.0440152923791
10290,0.0348418529026557,41.32138118418538
6648,0.0022946653152748,94.81497967670376
1573,0.0545858445979807,526.2071770358729
6433,0.0014834867203301,40.20842913416912
461,0.0585999832431216,379.8555897218952
9746,0.0152009849417535,50.56122526205234
6669,0.0036022634788173,28.07896405952773
1904,0.048126743426657,131.33656371608782
10844,0.0113296370361162,41.097795665871786
5566,0.0002368362030922,34.876421061997604
837,0.0592095407589789,635.8065302021175
286,0.0178315224299474,368.1635663955544
6935,0.0075600862590725,42.349728590851086
798,0.0873474425483249,247.5035284233969
642,0.0153243295180227,108.70496328580748
9141,0.0152225123635272,59.6639064953113
152,0.0404857316632214,462.5003658148891
10552,0.0311345056263072,59.591771237468265
10682,0.0190838281601548,28.646339957641185
9582,0.0108594491229441,69.158985909506
4000,0.0275806100377415,67.2398778395306
214,0.0369612897566145,218.2193418383067
4386,0.0406243187099497,65.31228319342006
5352,0.0093590302990111,63.45276140316905
908,0.0415002215137763,198.91544681212852
3408,0.0206102891102784,41.26332644582838
9681,0.0091872713242642,85.79639552087838
641,0.0046761952496013,258.10752626993946
3682,0.0110842205201815,62.06191386304285
6133,0.0026373736874729,31.806559489553408
4401,0.0373647672144934,63.04142053543051
897,0.0244919337072242,316.04411374986483
6165,0.0301437550647705,14.27800154520933
8807,0.0343000013657559,106.06105672633215
2550,0.0014328340101639,33.62179062286094
4301,0.0244819061084364,49.8428046540446
5540,0.0045550344201936,39.50132266377292
3184,0.017426681500074,34.05951105005399
1916,0.0428782270243344,152.06552799595147
7090,0.0260227299622091,89.80064455068656
1789,0.0336610136883841,124.81418415551276
8426,0.0217645458301745,49.65978491980458
8874,0.0226185571949111,100.25984307195228
10029,0.0111119121962248,53.62870124901637
5019,0.00424991266041,42.279887265548616
11066,0.0053459343523725,46.498787156561946
5964,0.0404760429405244,77.47117029297092
6640,0.0175167467887176,42.44236671284367
9288,0.0306156033560216,31.97863819460188
1371,0.030474403789936,327.5394254060303
9332,0.0425908421596035,65.88429799774943
8438,0.0004626615090694,54.978062919165765
3970,0.0138956017183291,31.03017999162267
2088,0.0499834715010121,579.8719875736853
3261,0.023196281142801,51.95296757494946
5693,0.0413246373785365,44.57821536531325
4003,5.5096163971590784e-05,38.99342016810336
3065,0.0314968069921959,47.62832173455202
8089,0.0128084281954601,60.5511631546001
6125,0.0064603052106663,251.74723321934195
10448,0.0140943856459325,78.66627493723088
276,0.0517703503420512,135.11111601890866
6511,0.0070397860581028,38.83655906890439
4608,0.0395518301948176,60.16805890586799
6577,0.0209254257645463,58.39109119763048
318,0.0074194744805442,212.8207218951405
6062,0.0202387338329828,72.95976925462072
709,0.0187377252018356,307.8844728673606
3557,0.0480984539334414,160.1151593629176
8478,0.0130548597410502,46.100656262275706
4927,0.0288257437233756,62.5186300358741
1995,0.0153879365812255,257.7080726007506
7158,0.0386010610638356,40.635773811768985
10316,0.003483233393164,25.01529805376602
2539,0.018019372178812,18.20126734083372
9572,0.0066168419541536,53.62467220179532
7037,0.0053957535201885,17.72062379862797
2821,7.130931678389629e-05,61.22518630024739
8828,0.0190764615452145,69.96301338698541
2796,0.0343338168314968,80.94913345448023
794,0.0367688724779204,504.6393727052765
5783,0.0319733624505667,54.78903966294262
1284,0.0424144571325295,594.9706006392248
506,0.0368055264330293,328.32867339517804
9381,0.0151167566138594,45.41703996884044
7790,0.0182415829006656,37.97949307891365
7131,0.0538377042122677,325.2399377226661
7921,0.0197039959894422,41.16093011544746
11075,0.0396965763543168,94.68998810674891
8826,0.0289358413906966,185.4714366380812
6391,0.0134277873420618,44.6504216805396
3297,0.0189326496034221,24.48536712252851
4869,0.0112828519294678,65.38370819152887
6605,0.0260677763601986,56.27317231039139
3581,0.0153150957751715,37.26287005015851
4595,0.0165677008682685,54.07668708359916
2150,0.0245583085565179,516.6775440933276
2398,0.0397350348086908,29.63702946695232
6086,0.0094287529947076,37.94179856207399
186,0.0558389242524191,368.6714342946084
2747,0.026348550821889,57.604321126977965
2253,0.0496416631166165,307.9593930909865
7745,0.0182494563164814,31.158381321283365
11474,0.0514853639250341,52.07410022326358
6814,0.0310218880684218,47.08685458809072
962,0.0238694645391999,321.7351182698665
5207,0.0135935860914369,48.45172170251022
6210,0.0160197748097932,52.36670205746205
6442,0.0151075908113496,25.371670809930905
1479,0.0450716241229645,116.00735345092352
2111,0.0295902354538983,249.4319934089
9453,0.0140515233289448,66.58622669845093
7205,0.0277666060634453,71.50239356242733
10421,0.0204852416216865,21.052250844624663
2160,0.0362877418978397,508.4911253988362
3987,0.0033727515736798,33.645541471902334
10279,0.0294107445106646,53.282546721757306
6631,0.0267120441741255,128.99612965063622
4576,0.0024399225496258,31.892535005272
6343,0.0033150684165708,41.377330702858906
811,0.0474646908277294,625.6154528336226
1940,0.0577122031479819,137.4573424597382
5254,0.0420779781730873,57.24470328936556
7766,0.0287467036521897,55.76280332242094
3034,0.0059383748808814,90.95450603443872
3895,0.0023212078997447,49.9456784995584
2229,0.013378775535727,165.01661404281768
7733,0.0254012578702935,30.3447878941961
4848,0.0131697474729777,35.02311597136597
3433,0.0022073267799722,75.09075238503074
7049,0.0093029977134193,39.64360885005615
8285,0.0006691393305802,46.83937187679293
3726,0.0022073267799704,39.90595634191092
5318,0.0077864107362737,66.03264018886796
5706,0.0070805667835007,105.44612951867296
6157,0.01190901888127,36.34596672087565
2381,0.0120515575430273,45.68624421153757
5554,0.0019597505523183,112.0074351431357
9586,0.0585411629336647,97.69061645300816
5724,1.4397617603467694e-05,33.36625002341438
3343,0.0055296091293035,48.12638492325441
6319,0.0386850413696007,69.9539573744313
